Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth(deg),Elevation(deg),Rate of AZ(rads/s),Rate of EL(rads/s),Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch(s),Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost,Minimum Power Required(dBm),Signal Loss(dB),DopplerShift(Hertz),Minimul Received Power (dBm)
"[25908.4690009662, 5263.0051945969735, 0]","[-0.7712004898681534, 3.814707242058605, 0]","[-10098.623037318219, -13396.144207490983, 20433.039978785164]","[3.5885508920575147, -1.0157421854034223, 1.1123452009571229]","[13236.674355981046, -10306.760833135806, 20433.039978785164]",[[0.32012343 2.60700369 1.1123452 ]],65.1479218816176,54.90708086243643,-0.0001647067443567652,-8.6649803803117e-05,11.48310481870817,2.005623363198662,11.429036067614327,[10820.87658615  5011.88733027 16972.30090246],"[0.8519878983582079, 2.559226751286097, -0.9277575981246804]",2021-01-12 10:35:00,94452.364417,"GPS BIIR-2  (PRN 13)    
",1,0,0,-20.688459378942298,-182.7271037109131,-1595.9144598063738,-92.82220696240184
"[-10434.863026624515, -24489.590739070463, 0]","[3.5639556531053023, -1.4960819726056627, 0]","[-15083.881642362714, 14319.310663315651, 16615.061771724748]","[-0.8660716278073869, -3.219687392065593, 1.9553961744203718]","[-14553.310947615459, -14858.23959072434, 16615.061771724748]",[[2.12227806 0.14495725 1.95539617]],280.7450068440778,37.112794804046935,8.619963441030037e-05,0.00011337179713761305,246.92248975356995,2.0056374556471623,247.22790143967094,[-17309.80382867   3284.80609445  13331.11847791],"[2.106419537360919, 1.1461046675986757, 1.611859736340677]",2021-01-12 10:35:00,48935.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-19.866427041493125,-183.27512526921254,2666.0209649060544,-92.5481961832521
"[76.22134683379569, 26549.84988641695, 0]","[-3.874571987827359, 0.0821907234552823, 0]","[13342.59995785962, -22506.858518476496, 4507.403318851561]","[1.659239281176778, 1.5306648073800688, 3.1500878811751694]","[22712.643871523946, 12989.205609717606, 4507.403318851561]",[[-0.55735731  0.02672742  3.15008788]],70.30366378725584,-18.710337255278695,-8.843260373685486e-05,8.042342436206742e-05,89.83553540033517,2.0056422609100064,88.7845709389085,[24906.72871779  8916.10317614 -8959.6836368 ],"[-0.5398013911722683, 2.29158669442319, 2.1660240234469383]",2021-01-12 10:35:00,66539.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-16.812161865707083,-185.3113020530699,2336.633326672383,-91.53010779132343
"[-5136.893299303247, 26116.86377471249, 0]","[-3.8014037271134336, -0.7016174304243575, 0]","[1491.5691797250947, 21908.136834082066, 15042.83909494969]","[-2.509892500938829, 1.8142642446251074, -2.313400570500729]","[-21882.14883073105, 1833.7940747272853, 15042.83909494969]",[[-1.71954792 -0.88555876 -2.31340057]],305.5335427907624,-0.45678642453636475,-0.00010416211390525592,-5.047997530068236e-05,101.12508343316824,2.0056846379789532,100.45800615261386,[-21030.77343258  15019.68898689   -206.03947561],"[-1.8654396944330605, -1.9756732323216568, -1.3075670487964328]",2021-01-12 10:35:00,81712.312032,"GPS BIIR-8  (PRN 16)    
",0,0,0,-17.82363161478247,-184.63698888701964,-1998.1289953872858,-91.86726437434855
"[12414.06605210884, 23120.654976955288, 0]","[-3.4140449265796353, 1.927546761626738, 0]","[19996.5131655405, 16736.634097167967, -2949.2817477155586]","[-1.1223141115279494, 2.0285535508977497, 3.1617275033068912]","[-16422.059927799022, 20255.65124625465, -2949.2817477155586]",[[-0.56878112  0.10704331  3.1617275 ]],320.96868284786643,-52.83173855374806,5.6699131007722696e-05,0.00010125059197341704,61.78903625940916,2.0055636787176496,60.54392941805119,[-11881.41225727  14655.93552772 -24884.99160892],"[-0.5343801280337318, 2.357860533811314, 2.1181177071554993]",2021-01-12 10:35:00,82556.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0,-15.35797887277792,-186.28075738168934,1986.1981863221752,-91.0453801270137
"[26030.12918158297, -4250.147010120058, 0]","[0.6242810917427786, 3.8507849234276716, 0]","[12415.144686257107, 11909.05554817707, -19991.74712693378]","[-1.5935603777603369, 3.4042216427022933, 1.0440841622182833]","[-11713.561909721586, 12599.757498356257, -19991.74712693378]",[[-2.50992303 -0.68599391  1.04408416]],249.70135092950832,-73.18659614832738,0.00015663169508093377,4.50843996708755e-05,350.7260025364974,2.0056771852188744,350.79167131382235,[ -8856.76411245  -3275.97912833 -31251.01306941],"[-2.597509086785044, 0.6162677110157632, 0.8564891518966429]",2021-01-12 10:35:00,120867.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0,-14.779429510937376,-186.6664569562497,930.2887191227595,-90.85253033973352
"[-26413.91598842776, -4465.315343780385, 0]","[0.6457650761008369, -3.7860440217244316, 0]","[8322.91156290308, -14736.114233243856, -20765.598459567755]","[3.6363912052356864, 0.43231395023719316, 1.1579747488014163]","[14864.394921777306, 8091.581006735271, -20765.598459567755]",[[0.21462027 2.55877488 1.15797475]],123.98787490120947,-51.87795754669096,-0.00013019280132550758,-4.035036722141684e-05,189.59629367276193,2.0057094933941864,189.67911959418507,[ 16215.74337937 -10932.66484928 -24922.12514621],"[0.7387951661919834, 2.5727032491314725, -0.8773117789346927]",2021-01-12 10:35:00,57269.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-15.171248310772114,-186.40524442302655,-948.5015162807484,-90.9831366063451
"[11686.574339517201, -23570.08794886234, 0]","[3.4715179188354957, 1.8008417702725557, 0]","[-11988.164088999638, -21288.63790153906, -9757.196512448736]","[2.6919416521864354, -0.1289013105293495, -2.8339552458925503]","[21098.671979585215, -12319.424606104441, -9757.196512448736]",[[-0.7273882   1.15105863 -2.83395525]],135.7237044967317,-4.916367265274522,4.143463684765021e-05,-0.00011101343658906342,296.35869381022417,2.005731119223161,297.42286238060285,[ 18097.20190241 -18560.24773763  -2229.82761825],"[-0.4738021771824443, -1.052639994419197, -2.9245157586422748]",2021-01-12 10:35:00,46523.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-17.736085843822707,-184.69535273432615,-3531.190500734245,-91.8380824506953
"[19463.358571681725, 17665.21977203898, 0]","[-2.603891763036427, 2.9225116748660893, 0]","[15573.697545784025, -13287.082181066438, -16486.227838724073]","[3.141468726135797, 0.9826094903123141, 2.1182491911001518]","[13528.863985884369, 15364.12859180154, -16486.227838724073]",[[0.18697928 2.169902   2.11824919]],99.15358374248429,-58.365310496579085,-0.00018248199003723014,4.441988594571386e-06,42.23561192255124,2.0058077706675466,41.697594703797805,[ 16412.02212236  -2644.52491013 -26984.84547928],"[0.6313846477306435, 2.9709207635900876, 0.07347680596331174]",2021-01-12 10:35:00,59185.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-15.165123217473848,-186.40932781855872,-86.69070333224563,-90.98109490857901
"[-20055.49674650151, -17712.294964346478, 0]","[2.5645022406297286, -2.8653350580016697, 0]","[740.7238946622692, 20174.250629895207, -17561.300700318177]","[-2.9959516446086782, -1.5389103257106433, -1.855490633066104]","[-20160.209535658847, 1055.9412125117915, -17561.300700318177]",[[ 1.56889843 -1.54953185 -1.85549063]],246.57830066020287,-47.08584686747852,-0.00013549399013291374,-2.9554703887974168e-06,221.45394494022048,2.0055766318510115,221.8274455584404,[-19506.76226065  -8450.10239088 -22865.39393316],"[1.21479545549785, -2.612787655525591, -0.05430819272523579]",2021-01-12 10:35:00,49779.954625,"GPS BIIRM-2 (PRN 31)    
",0,0,0,-15.361205840116014,-186.27860607013062,63.39108674502789,-91.04645578279307
"[-23608.58454568098, -12570.031586799707, 0]","[1.820727761487285, -3.3886444519094505, 0]","[-13003.540781182297, -7673.139798211771, -22077.17851386215]","[1.6391301843124946, -3.4705107027536855, 0.25839602136063555]","[7468.967378470445, -13121.877667091581, -22077.17851386215]",[[2.53884261 1.04004285 0.25839602]],169.84748568079266,-25.61014678910178,-0.00010550407940940143,-6.099580095084908e-06,208.0346493699036,2.0057524408945486,208.24849374956415,[  4595.89877473 -25664.95776306 -12497.86756036],"[2.6989737213723766, 0.5339388283195635, -0.15693824625246558]",2021-01-12 10:35:00,75810.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0,-16.36140145611384,-185.61180899279873,-120.32991725437896,-91.379854321459
"[25912.106778293735, -4019.9952400587554, 0]","[0.5939303962318742, 3.8784734873790687, 0]","[-20814.355275962353, -5171.784676487981, 15086.845168087775]","[2.1910823497662157, -2.415755879113796, 2.18141962422194]","[4845.840846839868, -20892.643891595817, 15086.845168087775]",[[0.92618993 1.79969402 2.18141962]],175.064053425654,75.56853362713514,-0.0003049742531080334,5.5009772417453134e-05,351.1792366279983,2.005481650695856,351.2943580792472,[  423.45850527 -4903.28114899 19124.49451334],"[1.2781282198046044, 2.644666967796095, 0.47690963131732933]",2021-01-12 10:35:00,177683.502721,"GPS BIIRM-4 (PRN 15)    
",1,0,0,-21.329135245907764,-182.29998646626944,879.6461310035563,-93.03576558472365
"[18787.489282326987, 18741.067422849086, 0]","[-2.7358827026189942, 2.7475739699595265, 0]","[-26221.637195400916, 3973.748159634184, 912.3760397434908]","[-0.4346735342527761, -2.104014522941435, -3.227754434395636]","[-4383.086516315358, -26156.32780483383, 912.3760397434908]",[[ 0.18961421 -0.1478848  -3.22775443]],209.5655860629578,29.664873884641484,-6.653675769317373e-05,-0.00013481712695906546,44.92919586284404,2.005608179312967,44.87781691269734,[ -9694.05045016 -17088.50532864  11190.30470518],"[0.15495823489071092, -2.376161229271302, -2.192274596933082]",2021-01-12 10:35:00,88420.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0,-19.56551796580831,-183.47573131966908,-3386.429622084087,-92.44789315802383
"[-11270.87363797154, -24223.57676098374, 0]","[3.512756600928165, -1.5783619417395491, 0]","[17134.505226114306, -2351.671213208484, 20364.00345756259]","[1.728556982306812, 3.244766182514242, -1.1464155163929666]","[2619.1829156417325, 17095.657568317823, 20364.00345756259]",[[-1.97071871  1.58806516 -1.14641552]],13.287021905035527,-6.969305082447082,-6.40183002170786e-05,-8.08335186583676e-05,245.0549848095916,2.0057039814343796,245.80228180570927,[ 6095.70659955 25812.76828444 -3242.16285257],"[-1.5999777089131941, 0.6126024599348796, -2.1874051475209626]",2021-01-12 10:35:00,99532.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0,-17.389382400632826,-184.9264883631194,-2586.5065604136066,-91.72251463629867
"[1968.4556024841454, 26476.197182501386, 0]","[-3.863239924298321, 0.30982150335341324, 0]","[-4881.193038465584, -21203.91796775249, 15212.877835692492]","[2.304964492607974, -2.165823012544461, -2.2398574603715224]","[21125.038804783082, -5211.997520946347, 15212.877835692492]",[[ 1.82151837  0.73037054 -2.23985746]],79.04027519829559,28.61693241323938,8.306722283397589e-05,-0.00011164518168365034,85.74820372793056,2.0054876703350315,85.41476731483591,[19591.85299397  3793.9802467  10887.92132245],"[1.9331368849093948, -1.3141172248761253, -1.8451041825902337]",2021-01-12 10:35:00,274469.847168,"GPS BIIRM-8 (PRN 05)    
",1,0,0,-19.494957616065847,-183.52277155283073,-2958.525145582288,-92.42437304144302
"[-26472.762120752595, -4228.98039794568, 0]","[0.6111318887241428, -3.7889563201329, 0]","[-16830.08089500495, 7766.241229473411, -19368.15127319535]","[0.09287050053545653, -3.535511586767351, -1.4903707831458188]","[-8028.333661516801, -16706.644917102283, -19368.15127319535]",[[ 2.31826334  0.62303726 -1.49037078]],205.2271190657822,-21.290339635385784,-9.686791232733861e-05,-4.2818264923898075e-05,189.07740108898327,2.0056231979508903,189.16209025588523,[-11307.68865083 -24000.56848106 -10338.83081516],"[2.396976064620836, -0.9423388349129487, -1.1619934132848244]",2021-01-12 10:35:00,93386.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0,-16.561000273258855,-185.47874311470207,-1388.9298967748941,-91.44638726050736
"[6185.863229171549, -25763.38617309399, 0]","[3.767052082124859, 0.943460236540379, 0]","[20571.44852176373, 12416.705052340343, -11165.030781578593]","[-0.14822282473469273, 2.6844493178836486, 2.8022420418864136]","[-12093.672744221867, 20762.99925820098, -11165.030781578593]",[[-1.17237608  0.77563575  2.80224204]],318.9423708730543,-69.37908979616245,8.780610532280106e-05,6.732409150178894e-05,283.4993344372697,2.0056151677164524,284.06122012471144,[ -7541.61607721   8658.03350022 -30513.68685627],"[-0.9867702118783774, 2.6678139355802597, 1.3182148209718436]",2021-01-12 10:35:00,211773.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0,-14.797041395513673,-186.6547156998655,1560.8334545172327,-90.85840096792562
"[14157.22236724788, -22289.963001768512, 0]","[3.270317936124268, 2.1184146573721114, 0]","[-21172.686001288457, -14462.752802247252, -6309.955994129102]","[0.7624269741019567, -2.3627292547250414, 3.0031442925595955]","[14130.073709685408, -21396.141429868243, -6309.955994129102]",[[ 0.81412539 -0.30497511  3.00314429]],156.3891407846486,13.001650194870711,-5.852445782803762e-05,0.00011498902359928676,302.4167692369076,2.005694687133626,302.9354517884303,[  9403.20684889 -21511.97569249   5420.88276884],"[0.7335223729194887, 1.7524139737329278, 2.48307788779706]",2021-01-12 10:35:00,127062.414049,"GPS BIIF-3  (PRN 24)    
",1,0,0,-18.736731829141718,-184.02825541078013,3781.679871242215,-92.17163111246829
"[17153.344482173394, 20079.410309340477, 0]","[-2.9455886597246805, 2.5501403467165478, 0]","[7103.981841302557, 13438.458704975934, 21595.39800346492]","[-3.690705978580749, 1.1219779888787071, 0.5473235902007458]","[-13325.7875897814, 7313.146756282684, 21595.39800346492]",[[-0.64624067 -2.70098768  0.54732359]],332.5158437480857,4.592311597781938,-6.857924217737342e-05,8.758873601747473e-05,49.496804816419626,2.0056331464023285,49.1145782377445,[-11526.74004448  22157.61918876   2006.18870775],"[-1.1904880294709048, -1.4230495181600897, 2.1378009422156063]",2021-01-12 10:35:00,138822.580705,"GPS BIIF-4  (PRN 27)    
",0,0,0,-18.226721146026136,-184.3682625328572,2835.416259845093,-92.00162755142976
"[-12556.578298296277, -23473.9365960487, 0]","[3.4159074378853176, -1.8085198319211528, 0]","[9342.052108743723, -13110.57390047476, 21202.176121197237]","[2.7087834010221696, 2.7174267312431577, 0.46610305011257325]","[13254.981509894424, 9136.002997736477, 21202.176121197237]",[[-2.00855072  1.7843552   0.46610305]],37.70716432588149,10.044653106851893,-9.92647509417711e-05,-5.086007492667372e-05,241.8578034516214,2.005529053429088,242.10116569080768,[14856.91926371 19217.64046664  4302.6557506 ],"[-1.5964268027067088, 1.8773197932076662, -1.1672803392394915]",2021-01-12 10:35:00,52805.303329,"GPS BIIF-5  (PRN 30)    
",1,0,0,-18.430029950235053,-184.23272333005127,-1562.9599910195325,-92.06939715283276
"[16053.620941893189, -21110.758267696816, 0]","[3.083614447238054, 2.3543297440390254, 0]","[977.5651662776836, -18287.875938019315, -19182.82617354427]","[3.0246214709095707, 1.8385915570313667, -1.5883301442105489]","[18300.9207695956, 691.620534462196, -19182.82617354427]",[[-1.74066074  1.71846345 -1.58833014]],130.74132573197147,-37.46698432840829,2.5387152721818193e-05,-0.00010555820314713175,307.2508344034086,2.0056199867118667,307.36169928541494,[ 18048.77122404 -15547.05565555 -18257.16457536],"[-1.3479375596806134, 0.3629075865137539, -2.560697462807136]",2021-01-12 10:35:00,287264.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0,-15.875189973355305,-185.93594998130442,-2938.0032513114675,-91.21778382720616
"[8467.561769376878, 25157.378679714806, 0]","[-3.6716054374794975, 1.2427607590770087, 0]","[25609.51695282194, -6789.406620137911, 1627.8524326041124]","[0.769859664318441, 2.1227015176825406, -3.1506499578522544]","[7188.834100173794, 25500.275784599376, 1627.8524326041124]",[[-0.25090029  0.27872369 -3.15064996]],34.325733588818174,-44.93571425118503,4.3468499905257426e-05,-0.00010873445622291277,71.397693459219,2.005735292958603,71.30009957925587,[ 12303.6444159   18019.07828757 -21770.04937103],"[-0.18788150454560598, -1.9570919374084108, -2.49032622336484]",2021-01-12 10:35:00,107155.032385,"GPS BIIF-7  (PRN 09)    
",0,0,0,-15.528698936275077,-186.16694400602458,-2836.6197598037024,-91.1022868148461
"[-20944.4661600872, -16437.600633514467, 0]","[2.3917194157558876, -3.035573140669589, 0]","[14922.720787464132, 2850.46467787863, -21864.41475863246]","[-1.074763278511459, 3.7042555925790044, -0.24166186308308624]","[-2616.8860318771735, 14965.44860926708, -21864.41475863246]",[[-2.62930301 -0.82591102 -0.24166186]],172.88485095638865,-82.55600769949467,0.0006435831844489044,3.717936725768679e-07,218.12586552020366,2.0056308595366814,218.2343425787374,[   532.43593928  -4265.45587979 -32899.26931901],"[-2.743227779394941, -0.3582718431321209, 0.010315447529459287]",2021-01-12 10:35:00,160980.422305,"GPS BIIF-8  (PRN 03)    
",0,0,0,-14.56870582405287,-186.80693941417272,43.04332786201203,-90.78228911077203
"[-24470.405855061737, 10670.159453344493, 0]","[-1.5484055180572864, -3.5296122791963764, 0]","[-4287.067650081055, 25971.06183738547, 4447.253475299711]","[-2.3485024576354983, 0.1438889172729596, -3.052794568222719]","[-26034.893157082883, -3880.6365839834066, 4447.253475299711]",[[-0.46355712 -0.44747217 -3.05279457]],279.1912826979383,-9.662643877229657,-9.11087367224167e-05,-7.148173964344682e-05,156.43975134254424,2.00555610286171,156.31374269911043,[-26274.83814009   4251.49280871  -4531.79654559],"[-0.5460264271700087, -2.368191810740819, -1.9565770895804508]",2021-01-12 10:35:00,321661.739713,"GPS BIIF-9  (PRN 26)    
",0,0,0,-17.253836384140754,-185.0168523741141,-2558.4371903564443,-91.6773326308013
"[15941.825647025053, 21122.840991942816, 0]","[-3.092121640951677, 2.3572426712490815, 0]","[19595.1517314271, 7164.979879993055, 16279.106501054956]","[-2.5077124819695267, 2.058031762629005, 2.143290140271164]","[-6857.847793974436, 19704.74135057438, 16279.106501054956]",[[-0.66008142 -1.97515855  2.14329014]],354.2548613002419,-19.46991331107583,-3.904705980324057e-05,0.00010322264815704738,52.95895803748999,2.005515415677716,52.679828726244004,[-2637.5273323  26215.62021323 -9314.7362621 ],"[-1.05402680281862, 0.19901225878533535, 2.789278222983838]",2021-01-12 10:35:00,91949.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0,-16.804970639168346,-185.31609620409574,3381.695308835313,-91.52771071581053
"[-25815.989118948957, 6917.920250423154, 0]","[-1.0027427014798236, -3.7168400293446626, 0]","[-12230.409176140802, 22908.13191048034, 6321.194391656451]","[-1.636854613725581, -1.70483558818426, 3.0388542775025584]","[-23096.485576582796, -11870.879085160443, 6321.194391656451]",[[0.81340634 0.02092255 3.03885428]],268.8528913141546,6.087946873606758,7.942644927196476e-05,9.427490851304816e-05,164.9979694574797,2.005637258742392,164.9022823853484,[-25051.16550225   -501.61198437   2672.40285449],"[0.8001703532305896, 2.0065450975412173, 2.2869646099458874]",2021-01-12 10:35:00,88200.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0,-18.15342956830756,-184.41712358466958,3115.62070247239,-91.97719702552358
"[667.3182259437524, 26547.876585702903, 0]","[-3.872784442610153, 0.11504822661020211, 0]","[-14279.232891682166, 14966.198387185292, -16653.872783376955]","[-3.211360111667298, -0.7835117048606732, 2.0211311374841343]","[-15187.54362622196, -14043.57877255973, -16653.872783376955]",[[-0.29084908 -2.11572027  2.02113114]],222.80600599869342,-23.24560010379939,1.9229584765485168e-05,0.0001068084673834146,88.56013735506667,2.005690651514498,88.29840554800062,[-17761.98305641 -19177.16412661 -11227.8586487 ],"[-0.7218146378295753, -0.039618996833352016, 2.8501316609715213]",2021-01-12 10:35:00,123283.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0,-16.572790303602176,-185.47088309447318,3402.52031104421,-91.4503172706218
"[26150.75649709825, 4476.859613371735, 0]","[-0.6536948647432096, 3.822641478157653, 0]","[24532.496709713672, 2779.5325298575367, -9712.627938499287]","[-1.3795431665000095, 2.2479968109468293, -2.8431102399412835]","[-2395.7692499310447, 24572.942143702152, -9712.627938499287]",[[-0.47739601 -1.16953796 -2.84311024]],14.074092642216062,-69.86495169321839,-2.1422146565464326e-06,-6.819890887355457e-05,9.714553540164957,2.005721297000424,9.704054385691935,[  2734.30789453  10906.60601208 -30667.89184989],"[-0.708791996758986, -2.7281762269833654, -1.3166891094381492]",2021-01-12 10:35:00,75240.05088,"GPS BIII-1  (PRN 04)    
",0,0,0,-14.772404495220485,-186.67114030006098,-1397.5151285232512,-90.85018866782791
"[4275.921982931186, -26208.931828617337, 0]","[3.8233691848862845, 0.6283846771962984, 0]","[-15305.463276121116, 4566.656766429544, 21215.090296346996]","[-2.0176210698923884, -3.2173364716133652, -0.7687460394862983]","[-4805.311424079608, -15232.220528756761, 21215.090296346996]",[[ 2.07465849 -1.71725021 -0.76874604]],301.29545363969186,63.33522964372477,-9.600958523738245e-05,9.354006505336046e-05,279.2660083559067,2.0056106598455496,279.3333361797223,[-7849.53419385  4771.73853295 18292.56476303],"[1.6749756463996763, -2.05034886775971, 0.9135933022956386]",2021-01-12 10:35:00,55553.448001,"GPS BIII-2  (PRN 18)    
",1,0,0,-20.861315241657394,-182.61186646910303,1596.6687206626762,-92.87982558330687
"[-2605.982821182244, -26434.240217323357, 0]","[3.8552707834662194, -0.37647999849009456, 0]","[-15749.812454803929, 14960.496736411282, 15286.829212422803]","[-0.7046555686361837, -3.062454449602318, 2.2648804111502945]","[-15204.82668274575, -15514.06782598724, 15286.829212422803]",[[1.91976338 0.3563203  2.26488041]],276.3018413935701,34.97927636186762,9.591464804060577e-05,0.00011229652622982088,264.36977496554346,2.0056761889174486,264.42255870615656,[-18082.79101543   1996.94695089  12728.8770028 ],"[1.9519580277632873, 1.539994918917221, 1.6614494799581014]",2021-01-12 10:35:00,91474.550401,"GPS BIII-3  (PRN 23)    
",1,0,0,-19.80186966964186,-183.3181635171134,2620.678053562513,-92.52667705930169
"[25654.627535529642, 6391.510320321876, 0]","[-0.9365205661923206, 3.7773409672501357, 0]","[-9022.683719710505, -13685.203659510775, 20744.100304744974]","[3.6498571339150563, -0.9289147996728817, 0.9803243089536411]","[13337.2519181685, -9529.497991999726, 20744.100304744974]",[[0.37021968 2.63989052 0.98032431]],62.532569490317144,53.182074683801844,-0.00014290154618015635,-9.471745994500624e-05,13.990134024876625,2.0056233666708847,13.924477751730558,[11079.91556828  5759.83623184 16681.64106177],"[0.9077992034034352, 2.4831305190604374, -1.037826464171512]",2021-01-12 10:40:00,94752.364417,"GPS BIIR-2  (PRN 13)    
",1,0,0,-20.62895782749257,-182.76677141187957,-1777.3956256340598,-92.80237311191858
"[-9351.394774371749, -24916.71909068476, 0]","[3.6269726690782704, -1.3387272210220331, 0]","[-15330.273328805131, 13335.809749033022, 17188.088098213942]","[-0.7692052253755541, -3.307766055490725, 1.8477360087264647]","[-13901.276559746013, -14819.433592676012, 17188.088098213942]",[[2.19594632 0.12100026 1.84773601]],282.2353674188226,39.00518800475597,8.682112712250054e-05,0.00011357567327349002,249.42953657069836,2.0056374517582736,249.74042116421325,[-16663.82583124   3613.61515879  13810.29584105],"[2.1735463717821326, 1.0434655242825486, 1.5613537503370536]",2021-01-12 10:40:00,49235.790336,"GPS BIIR-4  (PRN 20)    
",1,0,0,-19.95608739694333,-183.2153516989124,2607.094321033321,-92.57808296840217
"[-1086.6617571703355, 26549.05939853075, 0]","[-3.8713464925349967, -0.087388183946372, 0]","[13827.76610000464, -22025.905443896998, 5448.46425897076]","[1.5724674807020405, 1.6728871284547067, 3.1182936098997507]","[22528.920595178384, 12992.126952738583, 5448.46425897076]",[[-0.66534623 -0.00874444  3.11829361]],68.78288869345813,-17.39806457410875,-8.835214072522356e-05,7.956091354549337e-05,92.34258822495372,2.0056422584794507,91.29333966488669,[24727.57542518  9599.69127959 -8311.63281155],"[-0.6527897979397079, 2.2605778531250467, 2.1517830633848916]",2021-01-12 10:40:00,66839.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0,-16.874484132481257,-185.26975387522046,2330.130743364212,-91.55088188024816
