Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[26390.667115894747, 923.4279996378353, 0]","[-0.1354676603101398, 3.8941298101084043, 0]","[-16168.80403450049, 12249.154830158992, 16907.040312638896]","[-0.4596189374021919, -3.328393257704239, 1.9731059828136623]","[-1355.1267792788622, 20239.457734123414, 16907.040312638896]","[[-2.8142340066104548, -1.835630191946903, -68.66576970090941]]",0.10856875112175679,-0.30968067239369235,-0.0006497692693195885,-0.0013757422200925179,2.0041050164977605,2.0054873030016984,1.9923487214515487,[ 2856.90705754 26210.79495031 -8436.48316604],"[-12.34646687379016, 44.83446178933515, -50.63312326589115]",2021-01-12 19:46:00,307529.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-7049.731009353414, 25674.47613362458, 0]","[-3.7358248094240767, -0.9891530061205087, 0]","[-2443.1139206489847, 25211.636313998915, 8202.561842600117]","[-2.404901164225531, 0.7571485978674107, -2.9288200810701515]","[17431.909714965626, 18377.266797538334, 8202.561842600117]","[[-1.0054149953012614, 2.3121341432039073, -37.19973536683626]]",0.9145689502969692,-0.3870146948492965,-0.0009590519893621601,-0.0007487387971402501,105.35198290250673,2.005622998978668,104.8308145192928,[ 20853.51727636  16058.82468059 -10727.32603064],"[-6.671913694775951, 26.721871076562024, -25.131739072110655]",2021-01-12 19:46:00,126446.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-25231.372438473478, -9068.960694603134, 0]","[1.310404382248833, -3.606784990293256, 0]","[3088.355495011996, -17173.919107577884, -20356.491987373844]","[2.947267953745846, 2.0876200668747007, -1.296731150403392]","[-10940.557577787285, -13593.588086459025, -20356.491987373844]","[[3.5087901272969253, -0.856117852505591, 83.75421095788838]]",3.691101185050439,-0.48347202291956176,-0.0016613560534821307,0.002607672026890303,199.77279269219252,2.0056147162025635,199.9659858782254,[-13513.68443961 -22065.70865586 -13585.19622487],"[15.59374676205843, -56.84726499472486, 59.60734789984861]",2021-01-12 19:46:00,244833.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-20900.66993585413, -16742.522776962338, 0]","[2.4221266900150105, -2.982373785567226, 0]","[-7364.841961728183, 14669.046157282944, -21159.590270581553]","[-2.975822006827474, -2.362527288513018, -0.5693850138827752]","[6245.105622135667, 15179.606979566346, -21159.590270581553]","[[-3.735061206638732, 0.6974020274918851, 87.83696163241747]]",2.0615411574963662,-1.2472310892786211,0.0046513054569147765,0.002259396520500666,218.70125982722084,2.005695375883626,219.0800888992561,[  9247.37254186  -4941.28972467 -31265.05205394],"[8.86209670074295, -60.028870290496464, 63.62206263815642]",2021-01-12 19:46:00,160122.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[21802.328753190042, -14830.31528660178, 0]","[2.1789078326687377, 3.2370505490709562, 0]","[25651.208762111597, -5991.66859261365, -1181.1803761694082]","[0.6196160292716775, 2.0995261486102197, 3.230201468651341]","[12297.520627546106, -23294.969197151167, -1181.1803761694082]","[[1.9913970317006802, 0.9089950134968746, 8.165261195805973]]",2.7787138630997124,0.4624231971705965,-5.8697697650920545e-05,0.00019352973988331527,325.7727254040242,2.0056324882634393,326.0559148225408,[  7217.79474227 -19009.55035736  10135.75057126],"[2.986532504057671, -4.503247405930105, 6.50113919796785]",2021-01-12 19:46:00,171882.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-24758.355802055026, 9942.677235586854, 0]","[-1.4436558321831607, -3.5761583688909284, 0]","[-17605.057018719875, -20023.828750915145, -970.1866592851329]","[1.6361743362042103, -1.5982661287451747, 3.105081281454272]","[-26662.070605047207, 160.44167111959177, -970.1866592851329]","[[-0.1337033353615431, -2.2833406436317327, 7.158593519431086]]",4.842926419869755,-0.40499514205160625,-0.00023923957434466396,9.820077478875182e-05,158.11947167411358,2.0055296503457547,158.0168434453777,[-26053.32822213   3420.38467337 -11264.73908585],"[1.2368975779998697, -6.5028005434204355, 3.5581809576266736]",2021-01-12 19:46:00,85865.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-19292.25694833004, -18323.483800006503, 0]","[2.6678508152057563, -2.799498427896636, 0]","[-20513.882407695994, -14503.59832338414, 8761.706509957894]","[0.47616419347160543, -2.447374630041545, -2.9560521817238428]","[-24401.95941475666, 5976.463208572377, 8761.706509957894]","[[-1.5354426818193463, -1.9643804849781188, -39.56311559964862]]",5.264312772283683,-0.2888485632540185,0.0006714945923453901,-0.0008865794586877978,223.52495647494925,2.0056195351979778,223.62056439503576,[-22640.0429663   13940.72607996  -7900.83447584],"[-6.89478322718044, 25.212326065907675, -29.803641882605877]",2021-01-12 19:46:00,320324.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[25903.06645266037, -5653.556570217809, 0]","[0.8260857221497874, 3.791859737988488, 0]","[-2388.204008993906, -15186.06158252473, 21601.193688469717]","[3.8054957817344524, -0.7527643266132126, -0.11029785445650975]","[-13031.097055133001, -8155.396637596001, 21601.193688469717]","[[1.927179388670037, -3.366664800675223, -90.36169652410763]]",5.3739382109847815,0.6021751523284955,0.002210159480473863,-0.003975682251897437,347.6877490393292,2.0057355684586033,347.7097330722449,[-14435.21145245  11239.11555075  12574.52742324],"[-10.597174870357719, 59.4953450375772, -67.29255868681055]",2021-01-12 19:46:00,140215.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[-18623.84479269082, 19016.786265497944, 0]","[-2.767739570120926, -2.69864160139724, 0]","[8960.873390703564, -25054.082127005862, -693.8815308786252]","[2.0394275763385163, 0.8085332952192092, -3.182775187190732]","[-13038.872996247017, -23194.656154785185, -693.8815308786252]","[[1.947793394873251, -1.009500777362833, -0.2836863879332192]]",4.010606195496275,0.2867815096328037,-6.040566360856416e-05,-2.1213754219126293e-05,134.40148954004303,2.0056304692450144,134.2759247200634,[-17550.9018699  -14836.48900478   6777.53797928],"[2.0149468882572714, -0.11445849902968387, -0.905735714658993]",2021-01-12 19:46:00,194040.422305,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[7883.466752608947, 25317.653356582374, 0]","[-3.698773076162111, 1.1731550066916745, 0]","[15586.661230595153, 1887.498187264293, 21368.808151118155]","[-0.8652071357942613, 3.768810125194923, 0.32357656136745827]","[11646.117132529916, -10529.701489579713, 21368.808151118155]","[[2.277966744886264, 3.124640884452702, -88.95689799737345]]",1.0137334158839986,1.0171015846974747,-0.005473938739109934,-0.003511522997611552,72.70508711793718,2.0055558503200435,72.40206877062815,[ 9218.58261162  5741.93693475 17568.05125616],"[-11.016410427807832, 63.177506591113016, -61.76992453191653]",2021-01-12 19:46:00,354721.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[22700.514460146165, -13521.449251693828, 0]","[1.9824504809971821, 3.351798640116768, 0]","[19168.20190264305, -13087.482577084702, -12626.986268918345]","[2.58201597519667, 1.2783187369107727, 2.6198776200782]","[2689.1013849602114, -23053.65259839294, -12626.986268918345]","[[2.6582748507698044, -1.1110716030358887, 55.37636821905178]]",3.2254843846056858,0.014290538043198953,-0.000544406938881837,0.0015122686587587253,329.21865963652385,2.0055147345804945,329.3979023279126,[ -2133.32491238 -25369.81753573    363.85263888],"[10.722231414212636, -37.899494884669146, 39.03210349709998]",2021-01-12 19:46:00,125009.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[4025.348376452672, 26225.96634831753, 0]","[-3.8291724816193935, 0.6128795804699563, 0]","[9866.430888088551, 14203.663319635933, -20122.480719033993]","[-1.9345397254915004, 3.1288488640575873, 1.2272098885394755]","[17193.341309272157, 1865.3484365862387, -20122.480719033993]","[[1.0935898498013272, 3.5122927560257127, 85.30043546057315]]",2.2946600478091064,-0.7137385699184438,0.001435713909228428,0.002851550445652762,81.27447496790569,2.0056368684507255,80.90644193836245,[ 17207.67034608 -15210.3254416  -19890.10125206],"[12.803912922390335, -55.32592930078878, 63.75576671805456]",2021-01-12 19:46:00,121260.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[26344.51276692792, 2232.5364728622726, 0]","[-0.32712596886690554, 3.8778721100891493, 0]","[20161.85257642191, 7012.998590989672, -15599.202655228719]","[-2.430823197616433, 2.0931824492276516, -2.2033132591371416]","[18515.940709211573, -10622.729790574343, -15599.202655228719]","[[-0.013749333008690856, 3.207822491919818, 62.9713191278318]]",2.4939296194922207,-0.2927659883333496,0.0006691748809859764,0.0020994293954669277,4.844045684591265,2.005690957625609,4.821838494501781,[ 15920.87375324 -21044.78668645  -7954.24653052],"[8.55753474007658, -40.58045399689879, 47.49392276345495]",2021-01-12 19:46:00,156343.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[7319.82487283164, -25522.710219917157, 0]","[3.7238672327439426, 1.0721947255665694, 0]","[12081.767982427595, -14993.128560480887, 18281.836656268104]","[3.4087660495258536, 0.6518407879825155, -1.7240087886548137]","[-3396.6048138386686, -18953.26086326383, 18281.836656268104]","[[2.72745325434929, -2.1460617741848043, -78.10688615524268]]",4.699446012943657,1.205242395644752,0.007220910059565079,-0.002969915159412023,286.0026811770359,2.0057215725004243,286.0624449514173,[-7240.24621366   -93.71550415 18917.62281779],"[-8.234768014896186, 52.183337572196386, -57.63521599533013]",2021-01-12 19:46:00,108300.05088,"GPS BIII-1  (PRN 04)    
",1,0,0
"[-25619.11200931961, -7123.501163396734, 0]","[1.0377881313783253, -3.7277119295192227, 0]","[12106.98149885082, 22442.04519225546, 7540.475816964522]","[-2.4378570204038206, 0.30941778381395046, 2.9889721006120347]","[24882.329470984543, 5576.206015036265, 7540.475816964522]","[[-1.3650490783723164, 2.0434106857182237, -28.51569837873217]]",1.358756747049883,-0.05459676574461329,-0.0008166079334087435,-0.0007329976555113754,195.5388435432717,2.0056101777205497,195.55709413094664,[25497.57032618  5489.00505438 -1425.39322379],"[-5.7361712049056095, 20.551604328931806, -19.07647345970278]",2021-01-12 19:46:00,88613.448001,"GPS BIII-2  (PRN 18)    
",0,0,0
"[-26582.865167329986, -302.347776716007, 0]","[0.044058729159113526, -3.8701223325659604, 0]","[3096.6707116475245, 22516.06843635694, -13790.483216894414]","[-2.3583820339749137, 1.8321590207409337, 2.461912984892618]","[19029.610260460493, 12427.253946953115, -13790.483216894414]","[[-0.16330991946905726, 2.981962837739773, 60.079580628853364]]",1.7415336616802541,-0.8027517413977326,0.001715130920634547,0.0016966765261196945,180.65164258049845,2.005675790973004,180.65224530023156,[ 21187.06947981  -3652.98933997 -22259.12822676],"[8.029279031998794, -38.80322130739496, 45.258319405717934]",2021-01-12 19:46:00,124534.550401,"GPS BIII-3  (PRN 23)    
",0,0,0
"[8309.585058867735, -25185.235627899685, 0]","[3.678897434418896, 1.2320893460281737, 0]","[-25487.646938859245, 5275.011008491378, -5089.146280442255]","[-1.0326204963585421, -2.0748582481613775, 3.1114287152539752]","[-12631.870767318895, 22757.014930289093, -5089.146280442255]","[[-2.2461260851695446, -0.5711912542957917, 24.374261522939626]]",5.793494058808456,-1.0376241890095856,-0.000428791102538963,0.00031532409588426116,288.2591553901236,2.0056237465319953,288.5162623491972,[ -7656.10297711  14364.39654238 -27580.01310744],"[1.3892277037420089, -17.445480137614748, 17.123119919668945]",2021-01-12 19:47:00,127572.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-25634.937820242103, 7495.595636294698, 0]","[-1.0872241574927088, -3.6958092573895684, 0]","[4236.555739113159, 23712.054717292347, -11537.939484329101]","[-2.26993110738719, 1.6858520009675377, 2.616558471387919]","[20733.87501898531, 12260.357667848686, -11537.939484329101]","[[-0.20342761914458585, 2.8201598190917214, 50.82293036195282]]",1.6780744810431862,-0.7237101258658739,0.001382258603069529,0.0014209809026853387,163.70042900887836,2.0056370263138286,163.60756173695128,[ 22820.05076515  -2457.52773694 -20281.61218899],"[6.684098412067435, -32.628854507171226, 38.492150066539615]",2021-01-12 19:47:00,82055.790336,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[25902.875102353595, 3001.993927184424, 0]","[-0.4460567836482623, 3.9198935936472785, 0]","[-9303.553779771672, -13239.473979059852, -20448.254740482756]","[2.1608894325322505, -3.134100774498376, 1.0356165484457764]","[-16103.395867653015, -1587.58486543635, -20448.254740482756]","[[-0.9652445556446585, -3.6824358449454646, 86.46995028468622]]",4.035684751033147,-0.8300484282772386,-0.0026933069595484085,0.0024251978572255185,6.614148890916113,2.005641992576673,6.490855718893585,[-16083.85091633 -12918.94890205 -22559.51866399],"[12.026337682294558, -61.60685822067898, 59.59451782814447]",2021-01-12 19:47:00,99659.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[24987.077324060952, 8073.463961568207, 0]","[-1.191154271261533, 3.7326550627598802, 0]","[17122.392486434426, -9436.8596873452, 17530.094361388772]","[-0.07333004511652996, 3.4098725949838316, 1.9284589458821761]","[4019.975117285272, -19132.967497870122, 17530.094361388772]","[[2.536262956834645, 2.280346163047827, -71.31358303306655]]",3.1529318056586244,1.4767951055378237,0.004704038653008548,-0.002287412808565054,17.909544959263712,2.0056843696456204,17.69760167302947,[  -20.91551758 -1844.4607702  19565.09802284],"[-8.103336757835288, 50.635979106769206, -49.674875809724625]",2021-01-12 19:47:00,114832.312032,"GPS BIIR-8  (PRN 16)    
",1,0,0
"[24162.499604656394, -9481.48924392331, 0]","[1.4155037864530062, 3.7017102464093723, 0]","[10140.778225430884, -11027.185908925083, -21196.481154670095]","[2.842869259374251, 2.761022373733569, -0.034052073100948155]","[-1740.3837964299482, -14879.693421858301, -21196.481154670095]","[[3.947220942090027, -0.3529830144332382, 88.52642743896439]]",3.331017581474878,-0.4414948005211055,-0.0010864198274286602,0.0030217768600928497,338.55678900844487,2.0055631727176495,339.0792339384903,[ -4777.91781397 -24920.86932182 -11992.3103608 ],"[16.63362801057225, -59.648912496977324, 63.38740539266637]",2021-01-12 19:47:00,115676.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0
"[-1154.5505010226711, -26541.718284104252, 0]","[3.8703949082501676, -0.14099997557334548, 0]","[12239.332048177615, -21617.78540357321, -9416.25730275439]","[1.6110838849018565, 2.1580950618249406, -2.783320347868147]","[-8397.065268492477, -23379.888571530188, -9416.25730275439]","[[2.686624471940261, 0.18712168991158706, 36.55850511155184]]",3.682534550203403,0.05129348948330432,-0.0007571185391593132,0.0010072052997700807,267.5094239437019,2.005676748218874,267.91356339232357,[-13047.58316297 -21720.24496532   1300.80960963],"[7.8534333582635245, -24.18057144593933, 26.40834736606142]",2021-01-12 19:47:00,153987.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0
"[-7510.60999287801, 25542.009056573235, 0]","[-3.7167727209092476, -1.0590301541676725, 0]","[-24064.191981549215, -4686.0249653454275, -10380.718829179921]","[1.5957234486807734, -2.0655916269252046, -2.8500775835823084]","[-19251.91832732672, 15179.1899131225, -10380.718829179921]","[[-0.524238228264674, -2.556985798536842, 40.52134008163476]]",5.096182634735306,-1.0136966469436248,-0.0014881285679502953,0.0006254917000511016,106.38415720915964,2.00570881872752,105.90456407185252,[-15699.30403071   6339.66588875 -27180.24258041],"[5.6888928813003625, -29.46957943371201, 27.349083894906272]",2021-01-12 19:47:00,90389.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[-22620.648738890657, -14764.963143152454, 0]","[2.11792844767653, -3.165184513151544, 0]","[-19693.726456888642, -1292.910139269292, 18444.061580897658]","[-1.3866448167900525, -3.079451386329901, -1.7601730662273032]","[-13828.996590631126, 14080.956348320015, 18444.061580897658]","[[-3.2384214026041094, -0.9583483228218761, -78.82083826982306]]",5.878588651342086,-0.1809100136074984,0.00027370113560027623,-0.0017434727340496134,213.1495533490205,2.0057306132231614,213.7821877567818,[-10620.41912543  24801.19140466  -4934.8123405 ],"[-14.350864214030544, 52.27133688660265, -57.322686491859876]",2021-01-12 19:47:00,79643.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[19846.89084962959, -17225.12149658876, 0]","[2.5395318079104108, 2.979634497550188, 0]","[-18952.15841544638, -8249.027109453478, -16228.774756976609]","[2.698969719279381, -1.8351444445108174, -2.1622328423585513]","[-18616.721051707747, 8980.448437554507, -16228.774756976609]","[[0.3702157956771923, -3.2427045721799947, 65.64279875150552]]",4.579918985083051,-1.0234053749444874,-0.0028964501849071855,0.0013609105919902744,319.03703719367263,2.0058070883342136,319.56186789974777,[-16358.87983082  -2179.82642534 -27076.12693033],"[10.27526931990599, -46.85480783706452, 44.92966774374832]",2021-01-12 19:47:00,92305.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[-19954.737224375967, 17824.225822240107, 0]","[-2.5808055184980767, -2.8508552411993557, 0]","[20783.277241903532, 12881.577187634046, 10863.467222821082]","[-0.22792120952146244, 2.7120448978831453, -2.7167622503083044]","[23322.12627166087, -7345.615693970463, 10863.467222821082]","[[1.9065643434054187, 1.9422018459312596, -48.10513871696876]]",1.6203655443769422,0.4201795563866456,-0.0016024360346490328,-0.0013103093755813542,138.22356245566004,2.005577245184345,137.84767389461328,[21300.56609094 -1056.71802686  9528.53972192],"[-5.334697268056551, 34.481453741646376, -33.22772726964006]",2021-01-12 19:47:00,82899.954625,"GPS BIIRM-2 (PRN 31)    
",1,0,0
"[-15238.206948160954, 21899.58694514532, 0]","[-3.18004144040018, -2.18176029088568, 0]","[-12775.058800106499, 23023.266998685503, -4303.708717376277]","[-1.6802226143538106, -1.4889944040907008, -3.135680015618405]","[9112.647420611802, 24702.886625383617, -4303.708717376277]","[[-2.2246688663833867, 0.30182909757648335, 14.84553606029261]]",0.8213026786942388,-0.921167888435773,0.00039224782822825684,0.00023542552992249476,124.82846875635141,2.0057521878945486,124.45406281575212,[ 14021.13406579  13048.78391567 -25214.85821889],"[-0.08852170673768521, -10.345546951518148, 10.880809504261041]",2021-01-12 19:47:00,108930.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[-957.304711708037, -26552.395746813636, 0]","[3.871641589439497, -0.08947215446914485, 0]","[-17173.460260636006, 15638.974047830958, -12901.197836406154]","[-2.766467040053399, -1.0684799627301675, 2.4905068859662425]","[646.8602888931946, 23218.243222927686, -12901.197836406154]","[[-2.6147111136119223, 1.3993838311242475, 56.39267386996211]]",0.6406337451626918,-1.2908005411302754,0.0029647032135085762,0.0010425811410520887,267.935723468026,2.0054819266958557,268.67604138189154,[  5431.28439955   7285.1383066  -31601.20372695],"[5.336169421920272, -37.91497448228883, 41.50793492124507]",2021-01-12 19:47:00,210803.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[20824.268440846474, -16444.159770217906, 0]","[2.400805529502008, 3.0452047132372217, 0]","[-162.11351504693994, 14770.066733950829, 22042.672127665595]","[-3.855835805842128, 0.3266675745823323, -0.2509132720919647]","[11087.443557666462, 9759.597710596594, 22042.672127665595]","[[-2.2681846510031645, 3.1352065091236607, -92.34684179479424]]",0.5590704043471808,0.17030404268007338,-0.0019691272464076076,-0.0029224711864615357,321.7030785850336,2.005607512312967,321.74816931567585,[12865.04938853 20562.51959377  4171.20533825],"[-15.953044274612752, 64.55127684223731, -64.19927108112473]",2021-01-12 19:47:00,121540.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[-25584.42524953646, 8388.276308329152, 0]","[-1.2070585546020154, -3.6254828596386783, 0]","[-10183.199439852773, -22777.49052140915, 10119.99849255391]","[2.633632230385126, 0.031923060772708234, 2.7684072158985793]","[-23905.5262106544, -7144.049403273829, 10119.99849255391]","[[1.742507955909085, -1.9750199569437203, -39.513701433276495]]",4.933283835444967,0.08110499373141213,0.0009579917439891839,-0.0011937307798782913,161.8421797415358,2.005704640767713,161.58727291729085,[-24865.87214587   5583.86067202   2071.51425707],"[-3.678917315276529, 25.848667893781823, -29.775519714510118]",2021-01-12 19:47:00,132652.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[26381.62947357905, 1154.3140500979637, 0]","[-0.1693384990109314, 3.892796252818692, 0]","[-16195.443966546818, 12051.315504023598, 17023.401656437272]","[-0.4388465947783954, -3.3439900263060682, 1.95132840993603]","[-1433.8710333189974, 20136.301162599004, 17023.401656437272]","[[-2.8205052031509705, -1.8492176802046199, -69.17371364867999]]",0.10477901035237824,-0.3046678113476767,-0.0006475537929800419,-0.001393359456712799,2.5054768421650806,2.0054873023350317,2.4907811630590984,[ 2758.54393608 26230.8405974  -8293.98837143],"[-12.423563965582739, 45.169117634214956, -51.0076796778572]",2021-01-12 19:47:00,307589.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-7274.74704482571, 25613.839959797504, 0]","[-3.7267039663677117, -1.021809901772591, 0]","[-2588.0462710833262, 25256.32761388246, 8025.626082200041]","[-2.4016976688347222, 0.7250140489788451, -2.939153086281574]","[17451.45531782062, 18439.814948397412, 8025.626082200041]","[[-1.0175516286503754, 2.2931170372952634, -36.47081756576891]]",0.9177809742014098,-0.39276965464566954,-0.0009436183458001619,-0.0007320637733232771,105.85338865220638,2.005622998617557,105.33353369338901,[ 20885.56741353  15976.90147843 -10894.2450012 ],"[-6.576234819512666, 26.210172479877567, -24.621013893684374]",2021-01-12 19:47:00,126506.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-25150.28756790916, -9289.1060251488, 0]","[1.3422547582211344, -3.595179348952802, 0]","[3268.4132936550495, -17045.631624260957, -20434.97914280401]","[2.94324931701511, 2.1092530482528082, -1.2709435170102124]","[-10785.229179135782, -13598.342343155819, -20434.97914280401]","[[3.5187829897620713, -0.8543016063632172, 84.1079237817749]]",3.684487811912157,-0.4845537458611598,-0.0016583357868940954,0.002623128615110828,200.27419637114008,2.005614715383119,200.4720910091455,[-13362.69183017 -22146.69194666 -13616.06184421],"[15.65407438206131, -57.08452091144332, 59.862859398765885]",2021-01-12 19:47:00,244893.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-20752.127237003515, -16923.78387243853, 0]","[2.4484943937425063, -2.9610618100986814, 0]","[-7546.065516240639, 14524.379284815837, -21193.502472154287]","[-2.9663828678765194, -2.3810077656771855, -0.5425739952918656]","[6083.587996314301, 15195.086557031655, -21193.502472154287]","[[-3.7398206487305137, 0.6945263237453758, 88.00546035901408]]",2.0676322173250092,-1.251863824117457,0.004702751206782992,0.0022615752593966314,219.20268367134827,2.005695377133626,219.58565847577253,[  9092.5408632   -4929.9860125  -31323.16380454],"[8.88207653353417, -60.14649057422101, 63.741180302522096]",2021-01-12 19:47:00,160182.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[21930.34131752086, -14638.341042044514, 0]","[2.150793575995493, 3.255994948303861, 0]","[25686.87230934866, -5867.293446970796, -990.1299594080901]","[0.5866125126567694, 2.107149872111401, 3.2315973273876732]","[12313.005534445805, -23294.42929411142, -990.1299594080901]","[[1.9795993771814508, 0.9302586357607194, 7.368434161039321]]",2.7757097390418313,0.4702150954166106,-6.209985319723953e-05,0.00017818598390353208,326.27413352594135,2.0056324870689948,326.5536812526282,[  7233.05693752 -18878.64948279  10274.93520409],"[2.8573453425193103, -3.948722814379188, 5.943162671330842]",2021-01-12 19:47:00,171942.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-24844.799328488352, 9725.802182285965, 0]","[-1.4121439419058786, -3.5886533616520846, 0]","[-17505.32959204202, -20119.814126162255, -782.1746380913337]","[1.6584792623920148, -1.5727636772158422, 3.1061945229821686]","[-26668.786883246994, 138.89122828115978, -782.1746380913337]","[[-0.10981283697648347, -2.2829980702990174, 6.374178510800019]]",4.847265217568097,-0.39984100911755266,-0.00021881664685209905,8.051984266622775e-05,158.6208540868356,2.0055296514290877,158.52046754628265,[-26064.35322166   3536.93544747 -11115.9022069 ],"[1.1475192798808673, -5.964056646921322, 2.9945815317526265]",2021-01-12 19:47:00,85925.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-19130.886852143147, -18491.33748012713, 0]","[2.692329501071407, -2.7760443728062025, 0]","[-20484.425909247482, -14650.397312075254, 8583.387869620368]","[0.5022834707917057, -2.4288011479624725, -2.9671024250527642]","[-24467.607206341578, 5965.068635757119, 8583.387869620368]","[[-1.512905545705681, -1.965319442520066, -38.829137261157896]]",5.259083611533377,-0.29340350505807655,0.0006619984653470683,-0.0008685998775704311,224.02636135864623,2.0056195343785337,224.1228479308134,[-22706.62839821  13818.49437356  -8030.69130673],"[-6.767137562135661, 24.71706513562343, -29.276710956726276]",2021-01-12 19:47:00,320384.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[25951.466611156404, -5426.631016056988, 0]","[0.7929304406270081, 3.7989443016947506, 0]","[-2160.588005603268, -15230.487660600003, 21593.773374395492]","[3.808404234959789, -0.7333162823779624, -0.13791629414854556]","[-12951.813470500896, -8299.784499310645, 21593.773374395492]","[[1.929066877822375, -3.3645797015004604, -90.3583123380455]]",5.370409700531174,0.6088708805905052,0.0022323197629314745,-0.003982843593284701,348.18918293150614,2.0057355689586034,348.2102846962526,[-14387.4793114   11120.63374361  12678.79873545],"[-10.595151642516047, 59.494899576913, -67.28867653752577]",2021-01-12 19:47:00,140275.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[-18789.909879397834, 18853.44047013241, 0]","[-2.743913284218814, -2.722758584811222, 0]","[9083.422319413605, -25004.39969991093, -885.6440882160387]","[2.027936386917344, 0.8404121524077592, -3.1817692950900245]","[-13022.622702427872, -23197.84178185413, -885.6440882160387]","[[1.9600192777618772, -0.988505440602035, 0.5185177741227629]]",4.0056100793888945,0.28053598323705115,-8.143844092982099e-05,2.9966707086656213e-07,134.9028971572659,2.0056304685366815,134.77841563282053,[-17535.66074616 -14974.45994371   6644.20071209],"[2.139048010800807, -0.6428321699364203, -0.31451496969648735]",2021-01-12 19:47:00,194100.422305,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[7661.961220408252, 25386.845675212444, 0]","[-3.7087103788223024, 1.1407425322357094, 0]","[15534.321861830174, 2112.818718094105, 21387.342622159238]","[-0.8851009943993444, 3.766252955287081, 0.2962450089713313]","[11736.541546342685, -10393.880467536454, 21387.342622159238]","[[2.2766983755145174, 3.1280520456707466, -89.06166795244233]]",1.0120077154663933,1.0092856067368496,-0.005402466635316703,-0.0035179415694519376,73.20647608045965,2.00555584986171,72.90265777775767,[ 9335.12432497  5836.9103695  17501.97912134],"[-11.033211146030336, 63.25090887406576, -61.84286168974017]",2021-01-12 19:47:00,354781.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[22817.349395785724, -13321.935649315423, 0]","[1.9532512668566269, 3.3690183760607244, 0]","[19320.767990353277, -13011.089461715921, -12470.96139742359]","[2.5573257193645538, 1.295060685022916, 2.6359776776172446]","[2745.644975291996, -23130.974004297546, -12470.96139742359]","[[2.6499665732993245, -1.0930572598046706, 54.740584724101296]]",3.2240921982475452,0.02111887376281707,-0.000537987717778812,0.0014879474967058777,329.7200383200145,2.0055147333443832,329.8966458478641,[ -2093.98158989 -25324.124797      536.72199576],"[10.620079186076772, -37.45607748661161, 38.58762612998802]",2021-01-12 19:47:00,125069.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0
