Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[-4662.667389094267, -26206.010207509426, 0]","[3.8142538910241117, -0.6285319705866089, 0]","[-14350.584815702121, 16510.703716330197, -15164.195211626336]","[-3.0885885331955465, -0.7400001092546968, 2.2037708352181444]","[1627.360329035031, 21815.002180164527, -15164.195211626335]","[[-2.6995868984550935, 1.673083938950342, 65.56090967145887]]",0.9268890353066439,-1.3377157225687712,0.005124517343815567,0.00131804296977765,259.91379577724274,2.005481918695856,260.64183622210373,[  6100.61702864   4579.33577197 -32132.47517196],"[6.529729465844945, -43.97633748138399, 48.288344670992515]",2021-01-12 19:31:00,209843.502721,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[18327.700352043743, -19191.76965323761, 0]","[2.8016152116013338, 2.680392795486788, 0]","[3522.084965865248, 14313.654005128392, 22066.781576204863]","[-3.821441230616129, 0.6244049195845957, 0.20064583055500673]","[12646.587276347444, 7572.952115722706, 22066.78157620486]","[[-2.2462248571128853, 3.154008318622916, -91.99601376669821]]",0.6377347393297761,0.2468697502224522,-0.0021811020345110887,-0.0030625604716559432,313.68064849711504,2.0056075316463007,313.73326072558143,[13938.63187224 18809.83960426  5899.92245323],"[-15.883945759381083, 64.33040197879036, -63.9340245245477]",2021-01-12 19:31:00,120580.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[-24144.959995822697, 11866.993249656853, 0]","[-1.708962233064156, -3.421036644898087, 0]","[-12669.680444984893, -22583.086267349776, 7299.865344695398]","[2.4029727035275905, -0.42589192529136277, 2.9442115912155673]","[-24959.312685014473, -6895.599917938269, 7299.865344695397]","[[1.3888315293443771, -2.0066909899199827, -27.555170385556437]]",4.864217519169957,-0.010555565052082699,0.0006527925765243378,-0.0008088480452317744,153.81936121668718,2.005704621656602,153.45820084025422,[-25845.56361001   3954.5274212    -275.9997141 ],"[-2.3020915639733364, 17.61900896229363, -21.20174460606186]",2021-01-12 19:31:00,131692.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[26285.142474240507, -2538.4679631391095, 0]","[0.3723866961197701, 3.8785593947652814, 0]","[-15622.86473761355, 15096.610075471359, 15012.361443504275]","[-0.7661266211210032, -3.064749500077354, 2.280845310921886]","[-272.63196418269945, 21723.425378901415, 15012.361443504273]","[[-2.7162539667953354, -1.6129488168206962, -60.44192071537483]]",0.16237851859443087,-0.3872291912847641,-0.000663418748242016,-0.0011199784131658704,354.48352761149135,2.0054873130016984,354.5158436844938,[  4222.71637173  25776.4257094  -10652.2564605 ],"[-11.102106040416295, 39.41738784198272, -44.56700793685321]",2021-01-12 19:31:00,306629.847168,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-3623.6830652381987, 26344.30178809416, 0]","[-3.8379595067386187, -0.49128025506685213, 0]","[-255.68079171804447, 24312.34724744758, 10770.223503333149]","[-2.430718436050831, 1.23113466884403, -2.7472176426699053]","[17090.01502955002, 17294.131595355684, 10770.223503333147]","[[-0.8363663247359058, 2.593178755704059, -47.7460148933707]]",0.8696856559086967,-0.2992472256460137,-0.0011777017265921386,-0.0010092072519399657,97.83089664618046,2.0056230043953347,97.2948338459883,[20295.15777626 17132.94478998 -8194.05523869],"[-8.06351837670035, 34.1281287747125, -32.51701893795648]",2021-01-12 19:31:00,125546.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[-26210.8798350777, -5690.91900052222, 0]","[0.8219977229733526, -3.7469256728482327, 0]","[365.5493729595905, -18934.3659029146, -18993.497369096112]","[2.980065132137264, 1.744800115168014, -1.6703342841335527]","[-13192.499499659629, -13586.824332455566, -18993.49736909611]","[[3.336948919020938, -0.8887561788902489, 77.68591463021524]]",3.789131053427952,-0.46079697338743425,-0.0016677197448657461,0.0023547217329673137,192.2517374833851,2.0056147284942303,192.37288233655175,[-15715.61327375 -20778.84789907 -12933.62788668],"[14.558590971656084, -52.778026527083746, 55.222765164316236]",2021-01-12 19:31:00,243933.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-22930.78212006854, -13874.045201321229, 0]","[2.005525361157354, -3.2733890980356004, 0]","[-4583.764143004287, 16698.843160979544, -20455.992820019135]","[-3.089401769023735, -2.0643896101606827, -0.9649354426060306]","[8635.486577279396, 15009.68448060493, -20455.99282001913]","[[-3.640923200487716, 0.7414755566683529, 84.5017285671946]]",1.973952725902869,-1.1778989237550712,0.0039625193833370325,0.0021957170294160185,211.17990220281376,2.005695357133626,211.4933308255858,[ 11551.03263219  -4926.73282367 -30300.28139536],"[8.468460034061714, -57.70976572393775, 61.25533742733395]",2021-01-12 19:31:00,159222.414049,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[19687.420168986053, -17568.6822740518, 0]","[2.5794308825573657, 2.9243002880211812, 0]","[24883.53769703165, -7798.754569016777, -4030.147467453893]","[1.1074492352885934, 1.9664081965457216, 3.1799042199770637]","[11974.800520563975, -23164.955722816652, -4030.1474674538927]","[[2.1763043042742503, 0.5974149139257068, 20.018160986167533]]",2.820764525656987,0.3472953190803094,-2.9408732856631758e-05,0.0004466530372095037,318.2516035394424,2.005632506180106,318.5866057460012,[  6928.91074613 -20850.823722     7953.10912301],"[4.9167188181065065, -12.74660405407519, 14.804389059485525]",2021-01-12 19:31:00,170982.580705,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-23237.66742218471, 13093.973012552791, 0]","[-1.901740650721364, -3.3562862994670253, 0]","[-18934.063591409216, -18404.08387124942, -3772.565341251785]","[1.2874334945207568, -1.965030222671857, 3.0598115052676755]","[-26400.064085717146, 495.6646987014901, -3772.5653412517845]","[[-0.489661040166917, -2.2976206920574134, 18.821870932676273]]",4.777168345747472,-0.48143911971222797,-0.0005555580346386518,0.0003607960202699413,150.59873551578596,2.0055296340957547,150.46350602460396,[-25727.69921048   1668.95920178 -13469.46644672],"[2.566486793558994, -14.519866166535467, 11.93181822814686]",2021-01-12 19:31:00,84965.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-21529.046497026447, -15643.859404822397, 0]","[2.277239913915331, -3.1245295951884025, 0]","[-20765.959614976564, -12174.080519070947, 11348.870645721363]","[0.08116366160932476, -2.702651721307363, -2.763619537868013]","[-23264.05741749492, 6181.985740129121, 11348.870645721361]","[[-1.862667690015405, -1.9599446275913408, -50.180047716280406]]",5.343918950749821,-0.22232939318516035,0.0007876469623442212,-0.0011654297755689705,216.00388319491003,2.0056195474896445,216.08547627460476,[-21484.23193876  15714.87054462  -6017.48877765],"[-8.741008711996116, 32.36954594500602, -37.43200989374979]",2021-01-12 19:31:00,319424.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[24941.778944938327, -8996.153662540093, 0]","[1.314413328949039, 3.6511610972206494, 0]","[-5771.044310446823, -14382.40231627835, 21514.289875284587]","[3.727133261822926, -1.0367479039494139, 0.30379465012749185]","[-14278.376463441542, -6023.820580716868, 21514.289875284583]","[[1.8869423606026885, -3.3772499308599384, -89.58451340505121]]",5.414217374989522,0.49994345951374913,0.0019185452765836505,-0.0037940652313859383,340.16624067167186,2.005735560958603,340.20121792295885,[-15215.04312249  12863.08279068  10882.94010612],"[-10.523307727373725, 58.95093867268956, -66.74127834160298]",2021-01-12 19:31:00,139315.032385,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[-15969.578903835356, 21284.36073562493, 0]","[-3.0987165977324045, -2.3130473468465267, 0]","[7046.10652200793, -25566.625915626726, 2179.790003866614]","[2.1925754084110674, 0.3242067248753051, -3.1685541907615704]","[-13201.461037029134, -23000.46530652979, 2179.7900038666135]","[[1.773564498451352, -1.3292726928122516, -12.275879438259173]]",4.090020886274534,0.3800577157327155,0.00028620450107079773,-0.0003474976481848334,126.88037526045241,2.0056304798700144,126.73975223508548,[-17669.84756443 -12677.94067636   8687.68302137],"[0.1689829025982032, 7.781834584271487, -9.748036119463416]",2021-01-12 19:31:00,193140.422305,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[11121.983229246513, 24051.707901856276, 0]","[-3.5162000569725076, 1.647383015045195, 0]","[16226.249198114725, -1497.489018303786, 20896.160593482175]","[-0.5596166678929473, 3.7725454948037065, 0.7295637830687032]","[10357.300177812449, -12580.141868275785, 20896.16059348217]","[[2.2858892689328973, 3.052864323143885, -86.57615402057623]]",1.066003636422419,1.1340330057866528,-0.006853524774109006,-0.003338689803763765,65.18425266634631,2.0055558571950436,64.89599481733981,[ 7533.83541791  4162.7599296  18437.8658817 ],"[-10.655939065916229, 61.509262725517274, -60.10854578931899]",2021-01-12 19:31:00,353821.739713,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[20744.870636251675, -16383.58526661797, 0]","[2.4010026018424706, 3.0637031686016996, 0]","[16710.116595626958, -14111.157199148784, -14846.506988676574]","[2.927668931956032, 1.0162923718362304, 2.3552059441079294]","[1737.9104994437403, -21802.11965003539, -14846.506988676572]","[[2.782582707051495, -1.3643053318854468, 64.38501968546761]]",3.2495217035105086,-0.08501949374306508,-0.0006475455295873172,0.0018722956772470004,321.6979793470814,2.005514753122161,321.91496517137335,[ -2805.33380781 -25891.38447502  -2219.50622493],"[12.175806960239829, -44.17965979962398, 45.33147074952135]",2021-01-12 19:31:00,124109.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[7417.51517783002, 25452.250049235277, 0]","[-3.719291604989057, 1.1090590519792694, 0]","[11512.916776251725, 11281.654085104594, -21047.888074324233]","[-1.7292617750043848, 3.373531616655864, 0.8319135584008663]","[16117.277668361041, -237.343956750683, -21047.88807432423]","[[1.1791871186520533, 3.60285714319526, 88.77156009580499]]",2.400319312960054,-0.6916480416320744,0.0012470405685063798,0.0030310471689294267,73.75333669129373,2.0056368790757255,73.39556561716337,[ 15720.28487481 -17172.62121498 -19279.62046521],"[13.37292863035746, -57.605635038245474, 66.31377334601022]",2021-01-12 19:31:00,120360.644448,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[26409.785361493727, -1234.926464295336, 0]","[0.18095161097427, 3.887479916005493, 0]","[22150.757759714084, 5091.604941202639, -13506.342806458475]","[-2.023309589712989, 2.209761992125865, -2.4836291641852744]","[19207.81278304788, -12150.738179147605, -13506.342806458473]","[[0.14554881318965007, 2.9925984195424045, 53.94687864822872]]",2.476668026358471,-0.19860947263310047,0.000585919858028715,0.0017463025198397562,357.32270460912036,2.0056909492922754,357.33498878581344,[ 16282.02436788 -20767.19491739  -5311.12867617],"[7.448763807126794, -34.56039613748708, 40.857526628639555]",2021-01-12 19:31:00,155443.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[3916.525631240373, -26264.90946246507, 0]","[3.8316243343645535, 0.5755600763833223, 0]","[8920.150440649464, -15448.85129279954, 19671.00790353146]","[3.6101732536691964, 0.35990728326088367, -1.360047891498061]","[-4695.357143388125, -17210.163027899733, 19671.007903531456]","[[2.796715722185357, -2.31111776924801, -83.54698636069544]]",4.986384641771608,1.1424938080186124,0.006057542739197162,-0.003463714155401687,278.48122529422176,2.0057215650004245,278.5427098868908,[-8150.7242907   2290.88031014 18543.88908225],"[-8.924097254926886, 55.78197233979504, -61.6603102829951]",2021-01-12 19:31:00,107400.05088,"GPS BIII-1  (PRN 04)    
",1,0,0
"[-26331.943276408172, -3709.0503762323588, 0]","[0.5403362148354749, -3.8314384509204165, 0]","[14195.564702341007, 21970.42335638191, 4786.933436805385]","[-2.1859999980921354, 0.7346849163274483, 3.107012376917139]","[25598.12541877223, 5380.4771834669755, 4786.933436805384]","[[-1.0167655868862333, 2.06991440868017, -16.89315262511298]]",1.4441447641793443,-0.11959417788678169,-0.0004970116684011667,-0.00041235328400890067,188.01780535221042,2.00561019084555,188.02730742713774,[26157.46334592  3330.71157134 -3168.66018478],"[-3.7294546983100063, 12.736468951087238, -10.703760546861258]",2021-01-12 19:31:00,87713.448001,"GPS BIII-2  (PRN 18)    
",0,0,0
"[-26393.55639485385, 3179.7785963320202, 0]","[-0.46336682165178406, -3.842561252535995, 0]","[5190.361168004699, 20674.924448948885, -15885.164810789554]","[-2.2790060602626925, 2.2458564745110188, 2.177669824395226]","[18339.4724725467, 10865.362370983183, -15885.164810789553]","[[-0.008786673430791758, 3.1996347793439117, 68.54707342994406]]",1.864454015987727,-0.8243267166994267,0.0018854318942371064,0.002007914578260777,173.13035834403718,2.005675801806338,173.12401948305236,[ 20189.04281357  -6105.17793611 -22801.53057157],"[9.36471250038495, -44.37786138503629, 51.49608329196114]",2021-01-12 19:31:00,123634.550401,"GPS BIII-3  (PRN 23)    
",0,0,0
"[4944.430722992409, -26071.830375105266, 0]","[3.8061267676703974, 0.7400970643446578, 0]","[-24344.04326272283, 7087.2903696087, -7831.066793372654]","[-1.5109370283288184, -1.956202965147865, 2.987420943188332]","[-12002.850638455004, 22333.689881240163, -7831.066793372654]","[[-2.454359377195916, -0.2928835809650199, 35.70620219992039]]",5.749621887006282,-1.1229346390925754,-0.0007369634748629858,0.000510110284958233,280.73806636016,2.0056237361153286,281.0039048986827,[ -7128.14852503  12067.00892479 -29172.58108086],"[2.772282808488243, -25.000866500743722, 25.462004212704453]",2021-01-12 19:32:00,126672.364417,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-24426.914279179156, 10783.559565416981, 0]","[-1.5645490284378678, -3.5215182865678307, 0]","[6259.167612887667, 21977.594028141295, -13811.860107575994]","[-2.1698546612609895, 2.1214884231610496, 2.374852063690517]","[20065.13606458596, 10935.361593548954, -13811.860107575994]","[[-0.007025410075518268, 3.0346223857698784, 60.08183395162523]]",1.7897277304523627,-0.755173209793078,0.0016067671063457235,0.0017362796800810152,156.17929013832656,2.0056370379804953,156.04561710544746,[ 21891.91888203  -4870.90065749 -21110.91535474],"[8.174690794431365, -38.735421022330264, 45.296548897344515]",2021-01-12 19:32:00,81155.790336,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[26069.92420522516, -412.5153448357997, 0]","[0.06130155373207808, 3.9451701186607724, 0]","[-11093.356753603293, -10417.96540787224, -21171.07814150171]","[1.9617738561442284, -3.3650429809621007, 0.6293283874818696]","[-15205.915210113377, 613.7669958388624, -21171.07814150171]","[[-1.025951388742171, -3.75759160557814, 89.08367221547648]]",4.029191474650566,-0.9096292375694142,-0.0029973205025403305,0.0024597542269865547,359.09299140508165,2.00564199986834,359.10993776061486,[-14750.80373413 -12006.61677978 -24447.51509555],"[12.35363675198817, -63.45013542906986, 61.42101187178091]",2021-01-12 19:32:00,98759.107777,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[25819.02112697982, 4732.17405686607, 0]","[-0.6984454355615177, 3.856835461507482, 0]","[17041.126804909294, -12346.288974216583, 15690.26669767109]","[0.25798074016677336, 3.198618691102028, 2.2506199613071285]","[3133.5338155806658, -20808.936062241926, 15690.26669767109]","[[2.4627073763205862, 2.0573740476589135, -63.30448478832218]]",3.4293986882486966,1.3486418272944134,0.004479129231278846,-0.001784293395154185,10.388228559420895,2.0056843769372867,10.263903825105169,[-1234.58354157 -4170.53799382 19255.27659102],"[-6.991461024367858, 45.0161097537447, -44.07294913313421]",2021-01-12 19:32:00,113932.312032,"GPS BIIR-8  (PRN 16)    
",1,0,0
"[22744.824784562028, -12577.485384645981, 0]","[1.8752124291532168, 3.4855489055848556, 0]","[7616.509140797017, -13303.143676641545, -20988.93398694173]","[3.0169100229790904, 2.522596037026948, -0.44747734568213404]","[-4153.362432875497, -14755.8267702759, -20988.93398694173]","[[3.913735183108464, -0.3845955918555428, 87.2458546166898]]",3.4260176629805406,-0.45092316746565764,-0.0012727434316916215,0.00293903867078056,331.0359270849726,2.0055631864676497,331.7270167390746,[ -7113.20585611 -24331.01654384 -12274.06936185],"[16.421572742248095, -58.80700904517633, 62.44495192152007]",2021-01-12 19:32:00,114776.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0
"[-4623.292108181889, -26186.317222520403, 0]","[3.8150513429298507, -0.6462014374864186, 0]","[10685.850731141243, -23371.220049414922, -6833.498895122477]","[1.8307423949753536, 1.7270524098528055, -2.93902454972086]","[-9185.204575600415, -24000.69476808484, -6833.498895122477]","[[2.5149833821656102, -0.09584534714477932, 25.611843610010457]]",3.744856273967733,0.1400793634329113,-0.0005977786087176944,0.0006804781113992862,259.9881361156156,2.0056767600938743,260.38613112968375,[-13947.00665645 -20244.19155396   3466.33693558],"[6.154752445976275, -16.969038631960178, 18.343162515841268]",2021-01-12 19:32:00,153087.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0
"[-4097.67115588751, 26275.92085160159, 0]","[-3.8278605794315075, -0.563062027178902, 0]","[-25294.313400051313, -2784.8764212973333, -7723.800776788012]","[1.123292513063223, -2.1370875548621098, -3.0233468499274334]","[-19711.656885202152, 16093.738220251249, -7723.800776788012]","[[-0.7374777337081513, -2.298924939908889, 29.247268987517934]]",5.22099683265737,-0.9574369086667205,-0.0009336225152550136,0.0004059803150352231,98.86274910455654,2.0057088370608533,98.36827267172491,[-15960.11293635   8898.28024035 -25958.58673716],"[3.8221004798875136, -21.663441323595645, 19.42468868363277]",2021-01-12 19:32:00,89489.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[-24391.01371149419, -11693.679595803133, 0]","[1.6751199058372297, -3.414427453575979, 0]","[-18232.353936045492, 1580.6606182525338, 19918.495784678933]","[-1.7438934747694543, -3.076759173322613, -1.3988316813316541]","[-11648.594693726505, 14114.795772543599, 19918.495784678933]","[[-3.417019369271128, -0.9119156167070896, -84.61979298044658]]",5.962444148031177,-0.1324912562010423,0.00011672909491597622,-0.001984066551636719,205.6280635236525,2.005730626973161,206.12781365950423,[-8480.09466047 25526.14167616 -3584.73380632],"[-15.365678827184711, 56.211579826983396, -61.458694934484946]",2021-01-12 19:32:00,78743.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0
