Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[-24524.88485614549, 10756.78892645046, 0]","[-1.5560977500581121, -3.512783709455444, 0]","[14120.839361008791, 12761.988706105563, -18839.10892853536]","[-3.256822796482369, 1.1035765813159235, -1.7135675062965248]","[18784.407174434447, -3067.9809483171157, -18839.10892853536]",[[-37672.98093815   4217.02650804 -26805.83043213]],0.44734645465136813,-0.414796832313793,-1151487027.8454466,-0.6354106743754802,[ 14735.29194787  30712.18425382 -15000.02189761],"[-40036.68266197707, -5302.029118739275, -15499.522900204865]",2020-10-09 19:19:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[25851.587433837012, 3063.407254914059, 0]","[-0.45595307710620253, 3.9253909149924473, 0]","[8583.04804502388, 12631.694645920237, -21082.234546836386]","[-2.8067511361628497, 2.73888769711096, 0.4870618916427682]","[15226.353671226312, 1177.5301481029364, -21082.234546836386]",[[-29692.04745177   3325.15981383 -21126.17248039]],0.33826853583243544,-0.37182382060246416,-981473081.9803172,-0.4604795364677514,[ 11476.65062308  32623.58896854 -13486.2438147 ],"[-31554.69638694466, -4178.428406446442, -12214.27532559447]",2020-10-09 19:19:00,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[-22080.675947556185, -15290.296961953278, 0]","[2.2056122551103776, -3.1321705906068242, 0]","[17344.84937979131, -10671.708031361195, 17510.576209006893]","[2.8995368653664997, 1.5021999241067556, -2.002822853611788]","[2487.180254089013, -20212.448805078908, 17510.576209006893]",[[-9478.59761568  1059.23751054 -6748.30466497]],-0.07169856075390978,-0.11962481104233195,188409912.48237267,-0.20481857110050708,[  1330.60523233 -18526.51382495  -2232.59915577],"[-10074.04669006624, -1332.4366706170904, -3903.6934100924523]",2020-10-09 19:19:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[-17706.197935031156, -20022.433581852136, 0]","[2.9021353606995506, -2.5290592438896358, 0]","[19875.76255584469, -10750.277006648925, 14275.605029496272]","[-0.09738199259165325, 3.033654398114809, 2.3676967819473598]","[4005.3878609890817, -22238.958181062437, 14275.605029496272]",[[-12906.91942055   1445.93561697  -9182.76239518]],-0.12904612168983268,-0.34234873572929725,230377038.0823051,-0.2996813589957333,[  2142.70656495 -16511.92006017  -5933.88603534],"[-13716.45172156041, -1816.43338866048, -5308.649722639802]",2020-10-09 19:19:00,"GPS BIIRM-2 (PRN 31)    
",0,0,0
"[-26599.951000516838, -2943.5349112008294, 0]","[0.42610232628094974, -3.820865530427216, 0]","[-17679.259963512064, -5979.120096105233, -19181.128252067578]","[-0.5671234760324255, -3.4484522055700633, 1.6022249975895253]","[-15705.647885905397, 10081.603764532972, -19181.128252067578]",[[33360.22350775 -3733.56918522 23740.12246936]],-0.8641902651139606,-0.24365542883196814,614088384.4924175,0.341521847004753,[-17566.28094012  14995.35846952  -5741.59187547],"[35453.81269198678, 4693.409740269263, 13727.728982046096]",2020-10-09 19:19:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[-16964.883579506273, 20707.865434121657, 0]","[-2.9968829637358314, -2.406580001875527, 0]","[-2217.7884200679746, -16544.793701105154, -20927.832702302818]","[3.7674082129625877, 0.31234236876680255, -0.6942711324349096]","[-14311.075398864927, -8593.131269585001, -20927.832702302818]",[[26495.33123506 -2966.10256402 18849.32589628]],-1.3336112634331776,-0.8134703120708936,197869377.37185255,-0.08274624513843912,[-18777.52210753   4539.18873779 -20434.61908206],"[28157.26746177679, 3730.962244184887, 10898.39714203669]",2020-10-09 19:19:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[-18048.921094239486, -19521.32245944936, 0]","[2.844416849818486, -2.6243986098084027, 0]","[-2450.149339612868, 14560.389559855581, -22109.667734064387]","[-3.8504152313615503, -0.3237445005264521, 0.21832847540676759]","[9847.247891955223, 11001.812799513553, -22109.667734064387]",[[-16893.14764757   1892.09802254 -12017.6460506 ]],0.1989848172962549,-0.19027340596902695,-631679201.8915981,-0.21406606950494675,[ 7290.13468359 36151.81456303 -7103.12186485],"[-17952.59804961806, -2378.528583536091, -6947.6868878155465]",2020-10-09 19:19:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-3630.3452909539405, -26357.949444312642, 0]","[3.8381204069124264, -0.472899251058367, 0]","[-20010.07248774187, 11682.713566035143, -13077.924476375712]","[-0.03042621204364071, -2.961487272168657, -2.4866582680402423]","[-3360.674881359595, 22925.851381628217, -13077.924476375712]",[[11778.13716423 -1319.53301054  8379.51280751]],-0.10580599158622155,0.2659250935993256,359377577.57457685,0.16135106170310978,[-3006.94566152 28313.29688163  7755.23246032],"[12516.842932444844, 1657.6580253111194, 4844.2260643277095]",2020-10-09 19:19:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[19134.104182679577, -18256.635083327583, 0]","[2.674278915958864, 2.8257943124584735, 0]","[-13923.573066694047, 6394.304806169132, 21556.104623555206]","[-1.4811130080785444, -3.596520214144791, 0.09070734927889568]","[-3693.9443838489824, 14869.69386997581, 21556.104623555206]",[[10451.68670597 -1170.58209513  7439.29595468]],-0.10214543607976302,1.4934069869159015,-22491617.046794016,0.16656337360060744,[  204.77780903 -1997.78986622 25898.22713152],"[11107.700987033882, 1468.7361842360883, 4301.3287039772895]",2020-10-09 19:19:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[-24537.001594018795, 10723.018151363587, 0]","[-1.551340027407809, -3.51530771990964, 0]","[-16137.024084482066, 24.401616213268426, -21369.216732424375]","[-1.008503994664795, -3.6330751997080895, 0.7400868410566088]","[-10052.38784090217, 12623.53517989752, -21369.216732424375]",[[22767.4773778  -2548.53130058 16202.64473675]],-0.49168383742102184,-0.21050996857063495,579381517.3058653,0.29345469452921286,[-11975.03955305  22360.13959739  -5419.8581036 ],"[24196.321440021766, 3202.3603758318745, 9368.91533609537]",2020-10-09 19:19:00,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[25219.758926730017, -7486.822977890845, 0]","[1.1025240763213033, 3.7523746803874842, 0]","[-3444.647468986724, -17344.77553322168, 19477.728926679585]","[2.8557243914787502, -2.220311587089868, -1.486919546252926]","[-15701.831784846812, -8133.83753733848, 19477.728926679585]",[[29104.13997016 -3259.06509363 20706.55667818]],0.5365432543351841,0.2652096631384887,-707792915.4313443,0.5630063268708311,[-14773.7925391  -24840.73685112   7850.0122088 ],"[30929.76759838257, 4096.801967812927, 11971.706407471502]",2020-10-09 19:19:00,"GPS BIIF-2  (PRN 01)    
",1,0,0
"[24704.548011216102, 9056.033877955808, 0]","[-1.3333943270199238, 3.675923611699492, 0]","[-12635.562974157081, 22178.423348238906, 6386.433132004647]","[-2.454945248756018, -0.5193542019726778, -2.9989781374465423]","[9442.500303803812, 23714.533558564104, 6386.433132004647]",[[-13451.44001919   1505.99257336  -9572.54234627]],0.46705630738284887,0.6756603227933928,-323863148.7028365,-0.04504258626618706,[12241.07047421 24274.92225231 21790.36711476],"[-14295.556418303517, -1892.0217765085197, -5534.937634918939]",2020-10-09 19:19:00,"GPS BIIF-3  (PRN 24)    
",1,0,0
"[-16545.12787683055, -20948.903832415694, 0]","[3.0402287515971933, -2.369273007665951, 0]","[-24346.957874552914, -7948.6853627585615, 7526.07942418162]","[1.5592916021442584, -1.853086626538936, 2.998520485325659]","[-21405.973411869618, 14062.014757200246, 7526.07942418162]",[[45345.20066601 -5074.53070522 32267.19723652]],1.2972484647107623,0.6651942060562366,-136793332.50757733,1.6618828483303654,[-19157.77782212  -5375.31836191  15608.9024651 ],"[48190.7414891204, 6381.0764603281295, 18658.56685150029]",2020-10-09 19:19:00,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-6925.727403381425, -25674.96136263285, 0]","[3.740344565887359, -0.990084372613431, 0]","[-19445.242512977657, 5893.071006293921, -17155.861935936147]","[0.6573260617747572, -3.3284046413119546, -1.8601315890713637]","[-7531.761424661367, 18871.097268461068, -17155.861935936147]",[[19145.43158053 -2144.35463163 13621.98984608]],-0.31023910157244483,0.07495952449844717,539555801.2011664,0.3041426923008862,[-8155.38477293 25438.58273475  2006.21932483],"[20346.409036685753, 2694.169824987497, 7875.439225799471]",2020-10-09 19:19:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[22955.483559422682, 13267.54548797471, 0]","[-1.9385485077493634, 3.3617998410119956, 0]","[9699.12854024869, 11459.376520636004, -21853.86885749141]","[-2.519284573317203, 2.923144801909606, 0.409997797116487]","[15006.958051631238, -426.1627840987667, -21853.86885749141]",[[-29608.15387979   3315.70243476 -21066.78796871]],0.3306526145263251,-0.4226172654379717,-958795238.0520692,-0.472228778672361,[ 10957.40665671  31922.13313413 -15178.06182038],"[-31465.588142440625, -4166.447153494532, -12180.02148451931]",2020-10-09 19:19:00,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[2664.076201360793, -26422.09870824706, 0]","[3.854404246520739, 0.394560867821874, 0]","[26385.65919665196, 1740.9664919002923, -2447.575655056297]","[0.13552600005077142, 2.2681308198264265, 3.1383635323966534]","[17828.106088472403, -19529.27568718198, -2447.575655056297]",[[-39514.2997445    4421.40273255 -28113.26117134]],1.0929723713921702,-0.7828242667318852,-224548915.71795398,-1.6413664387260654,[ 13876.55024515   7185.9457252  -15546.54957984],"[-41993.388994421155, -5564.300712295525, -16256.441152718262]",2020-10-09 19:19:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
"[-21744.764562419085, -15367.995595603306, 0]","[2.235829399568035, -3.151738157097095, 0]","[13073.257544429289, 22797.00622244281, -4289.11633934615]","[-1.6794069100644067, 1.5421029606405932, 3.119919454743343]","[25971.227718622715, 4013.5877113272236, -4289.11633934615]",[[-50388.47197284   5638.51171526 -35849.22359939]],0.680669156625673,0.004584560695636417,-1452670796.1549106,-0.5255324796152147,[24607.4611813  30388.25868296   179.26715909],"[-53549.66048006978, -7095.8209630742795, -20729.410685688945]",2020-10-09 19:19:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
"[-3353.9340150522166, 26363.72272345365, 0]","[-3.8430010235342045, -0.4699101220739447, 0]","[-14258.46105430509, 6255.576694842757, -21537.38140522835]","[-1.4642318163446473, -3.582815322518437, -0.09450895430413403]","[-4011.3470966913865, 15044.76805710412, -21537.38140522835]",[[11370.39900992 -1273.3472303   8092.7746367 ]],-0.19922938951744656,-0.12960016804169408,353451339.03035885,0.15604173219220605,[-5752.08720387 28488.6705206  -3787.87409391],"[12084.035791785092, 1598.2415553185974, 4679.207431036761]",2020-10-09 19:19:00,"GPS BIIF-9  (PRN 26)    
",0,0,0
"[-9183.501823547487, -24975.452755644077, 0]","[3.635948351359391, -1.3157176324492934, 0]","[-4435.630062374035, -15335.37061148955, 21289.939883675954]","[3.79256318101752, -0.016638985161946285, 0.7532734989723913]","[-14750.320763957521, -6105.443735088982, 21289.939883675954]",[[27664.4647206  -3097.12835893 19682.80299031]],0.5063791692744932,0.3667413782442649,-655412457.9145658,0.5867488221545604,[-13344.33200759 -24060.5503452   10568.37957854],"[29399.945175989837, 3894.2678516072633, 11380.39419285362]",2020-10-09 19:19:00,"GPS BIIF-10 (PRN 08)    
",1,0,0
"[-8989.434334457144, 25048.93976053192, 0]","[-3.6463086547311123, -1.2853836871498865, 0]","[-11922.135492384712, 10005.774339801927, 21587.18318684622]","[-1.8530483898522907, -3.347515341252416, 0.5550952474157985]","[376.9361420577916, 15559.908546730876, 21587.18318684622]",[[2562.81377239 -287.7277384  1826.72338608]],1.2582273331582943,1.4014337215407846,2245690.8307757336,0.02265053737530534,[ 4298.62856663  1389.15530299 26418.11731207],"[2723.9221050071096, 357.8490168382582, 1055.9838681626738]",2020-10-09 19:19:00,"GPS BIIF-11 (PRN 10)    
",1,0,0
"[14057.914861608018, -22464.68783518803, 0]","[3.283915156954614, 2.0715441310185794, 0]","[-2706.739115969325, -15482.669042932868, -21336.534218418765]","[3.8442183112270283, 0.09254633831519488, -0.5374147334461912]","[-13786.37220353473, -7548.206330017429, -21336.534218418765]",[[25692.04077873 -2876.46127879 18278.01637583]],-1.2560995217189295,-0.8068871190965269,227391246.4186458,-0.06663736878672073,[-18183.68946987   5919.04711972 -19962.84437469],"[27303.576209475796, 3617.5327568656544, 10567.887429555256]",2020-10-09 19:19:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[-13298.031522827561, 23005.040397437402, 0]","[-3.353935292599757, -1.9352309081994017, 0]","[-765.3843567012209, 15223.478585053579, 21765.325925121695]","[-3.8615501365232214, -0.2799480771150379, 0.06371995161319277]","[11416.834771117634, 10099.306770866368, 21765.325925121695]",[[-20450.54569162   2290.05106728 -14548.9676638 ]],1.2068131950955068,0.9694474983645337,-78244525.57676794,0.05623304215832274,[14489.36500674  5519.82737321 22598.37095737],"[-21733.24051696728, -2879.2987351673883, -8411.527677309636]",2020-10-09 19:19:00,"GPS BIII-1  (PRN 04)    
",1,0,0
"[26382.10399433865, 2852.618951965525, 0]","[-0.41644664611710797, 3.855102555904779, 0]","[-18237.984341649495, 18225.88836135846, 6272.620397111425]","[-1.0807484689499254, -2.1317350304539584, 3.053347676306057]","[2857.686719711637, 25625.00158085727, 6272.620397111425]",[[-22.17308442   1.73238351 -11.05814799]],0.27920694413680375,0.8154689856742465,-439680.25777892716,3.7476739633336554e-06,[ 5992.10234034 20900.55196599 23091.13964314],"[-23.038188029936855, -6.980953589744546, -6.399222755783611]",2020-10-09 19:19:00,"GPS BIII-2  (PRN 18)    
",1,0,0
"[-24886.279350427165, 9581.795597015773, 0]","[-1.3919527518119335, -3.5985693084909514, 0]","[4699.234879317397, -14922.92888645357, -21595.3951519611]","[3.7988759618026355, 0.3511102153513924, 0.5766251597041712]","[-8669.910954371315, -13023.411958638788, -21595.3951519611]",[[14505.299533   -1560.71952965 10314.49780425]],-1.1582747454055227,-1.009585632419774,122646526.25630994,0.0007030547229737563,[-13876.64144858   6072.86816588 -24095.45952188],"[15422.465440363294, 2088.9728218168148, 6008.712882401392]",2020-10-09 19:20:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[4970.030800138026, -26005.47446005338, 0]","[3.8054986796788652, 0.7882197351954334, 0]","[-20761.797353624897, 15318.087823414184, -5940.527260100229]","[-1.9460159922598579, -1.5917434937592523, 2.963525765019282]","[-1102.2169064297195, 25777.53211248113, -5940.527260100229]",[[7686.96483473 -825.53919899 5471.49302203]],0.01907550316625884,0.5028555428090685,218629518.02583894,0.08680311802499217,[  511.59707612 26816.33180148 14752.097102  ],"[8173.916181896517, 1104.2487374748619, 3189.1306357775243]",2020-10-09 19:20:00,"GPS BIIR-3  (PRN 11)    
",1,0,0
"[5289.774065972525, -25997.580934213605, 0]","[3.7962111505154668, 0.7937861596663982, 0]","[16527.06129316031, 10950.188654695847, -17629.677749145478]","[-0.40995043428699796, 3.4242980057368753, 1.7741024141549042]","[18896.986473489153, -5996.1895218609725, -17629.677749145478]",[[-38530.41309925   4141.95144307 -27401.81773664]],0.48249532432900843,-0.4763917466922167,-1063536238.11497,-0.7244573748157538,[ 14636.1095034   27942.88527421 -16277.72362516],"[-40967.6077252693, -5549.078769330368, -15966.04322036516]",2020-10-09 19:20:00,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[19473.796865445816, -17508.667828896327, 0]","[2.590529272519848, 2.953617421432954, 0]","[1947.8043884635354, 22422.051364158047, -13388.050051692262]","[-2.6864811173366387, -1.3371349879746055, -2.5356630324438427]","[18679.889200017555, 12554.045913080256, -13388.050051692262]",[[-34191.08940027   3674.02169533 -24316.4551438 ]],0.43371080356828673,0.0012477652593835499,-1274111691.9622002,-0.3432486144599318,[17317.53432252 37393.18958613    51.41866963],"[-36354.07484994458, -4924.668809180071, -14169.439886078353]",2020-10-09 19:20:00,"GPS BIIR-5  (PRN 28)    
",0,0,0
"[23704.15921369077, -11360.117905125748, 0]","[1.6743716513466347, 3.5379090025177367, 0]","[17408.139216732598, 5220.330844539316, 18990.6365804511]","[0.6693968660389702, 3.5070211122966644, -1.6040671091235472]","[14988.684377693946, -10277.864843510319, 18990.6365804511]",[[-31926.83044072   3431.83652095 -22709.41842471]],-1.3242544152218079,0.36651583640472174,197989272.167809,-0.15583540142707847,[15069.32318349 -3792.37001646  5964.87902262],"[-33946.866084315814, -4595.441628918345, -13232.552181517749]",2020-10-09 19:20:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
"[17958.36986590044, -18978.699099387974, 0]","[2.813942516813814, 2.7555778507013065, 0]","[20381.13681682584, -13034.818142483273, -9868.984030375457]","[0.2929477341424207, 2.730671475209527, -2.8229588553051803]","[2641.0698207762016, -24048.32576616447, -9868.984030375457]",[[-10269.53890152   1104.96418401  -7307.9082817 ]],1.0236107692101257,-1.4442363857509093,13470789.830819726,-0.12404546079545059,[ -2601.78836263  -1585.11220963 -23943.86891507],"[-10919.588677583317, -1475.132859114956, -4257.8146882736955]",2020-10-09 19:20:00,"GPS BIIR-9  (PRN 21)    
",0,0,0
"[-13204.911308630823, 23150.401818123202, 0]","[-3.365048190703863, -1.8924469669833213, 0]","[7482.584614020325, 25553.037911975993, 1167.8903940491255]","[-2.24315147649242, 0.5398060443641841, 3.0954459673173886]","[24590.902364742837, 10209.522022334892, 1167.8903940491255]",[[-46459.99868541   4993.05907214 -33037.40661322]],0.6941811369247147,0.21452559293677947,-1303022780.3723903,-0.2931533026684496,[24748.434912   29731.7879189   8428.43649292],"[-49398.444820671044, -6694.61746363485, -19250.234629644398]",2020-10-09 19:20:00,"GPS BIIR-10 (PRN 22)    
",1,0,0
"[-24709.788651117742, 10329.29766884564, 0]","[-1.4941627518956229, -3.539309075039397, 0]","[13723.864919755419, 12893.8277753675, -19043.969714269017]","[-3.2918501980134374, 1.071302722979287, -1.6659123048301794]","[18651.184391341547, -2593.95139443845, -19043.969714269017]",[[-37317.1015395    4011.98460127 -26539.79148129]],0.4400892203748487,-0.4067277653463446,-1154683166.662924,-0.6247442723917831,[ 14637.07985936  31083.89342894 -14799.45979087],"[-39677.60305555626, -5373.422771984419, -15463.530916831363]",2020-10-09 19:20:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[25795.182804067914, 3515.1752394045807, 0]","[-0.5231708409592186, 3.916828967506779, 0]","[8258.407417451415, 12945.3360325207, -21022.961132806882]","[-2.828670133577088, 2.7055994527225486, 0.5418613903634608]","[15261.531032970552, 1693.7203420789692, -21022.961132806882]",[[-29691.23329019   3193.589773   -21115.36608867]],0.33799206155338163,-0.35806906224685386,-990931993.6526837,-0.45741334643295134,[ 11584.06819989  32958.03941246 -13072.50761662],"[-31569.05108867715, -4275.012498831348, -12301.803351155913]",2020-10-09 19:20:00,"GPS BIIR-13 (PRN 02)    
",0,0,0
"[-21808.50130959977, -15669.681150555107, 0]","[2.260651191772927, -3.0933453822347947, 0]","[17695.568276926442, -10487.002511917277, 17263.81413253029]","[2.8555946086728974, 1.528733862502081, -2.046431448452511]","[2939.4887042810487, -20358.53050899619, 17263.81413253029]",[[-10234.57115348   1098.5304079   -7282.74169978]],-0.09486383892546134,-0.13693845107545013,199777728.3222988,-0.2277870705831398,[  1724.49590828 -18124.07998305  -2508.79427866],"[-10882.706836511086, -1472.128274208973, -4245.049883351303]",2020-10-09 19:20:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[-17354.46312611536, -20323.5979386918, 0]","[2.946161175608468, -2.4783965115294793, 0]","[19861.048021425744, -10383.77395873874, 14558.22906241467]","[-0.1472796980809068, 3.0601924996918943, 2.3314899734690764]","[4378.772262752092, -21979.771236446322, 14558.22906241467]",[[-13409.45118987   1442.82442884  -9535.76793977]],-0.15727637754471754,-0.3250927256773491,236900949.2737443,-0.3253009660348547,[  2579.66684195 -16266.66147679  -5551.21029107],"[-14257.39234018755, -1930.7820890200007, -5555.109128374325]",2020-10-09 19:20:00,"GPS BIIRM-2 (PRN 31)    
",0,0,0
"[-26544.40867701225, -3404.902498656987, 0]","[0.4928971493326008, -3.812886452218685, 0]","[-17745.120539886448, -6395.014241162798, -18984.55906566779]","[-0.5226001193397631, -3.432899692633034, 1.6501937804146158]","[-16114.747736575246, 9803.081939182075, -18984.55906566779]",[[34052.53116285 -3660.24684663 24221.10387885]],-0.8964386300328792,-0.2471359588583432,608450147.357321,0.3425510443284383,[-17977.78109538  14370.92889811  -5806.71811848],"[36207.03036930731, 4901.688803562614, 14113.421428965641]",2020-10-09 19:20:00,"GPS BIIRM-3 (PRN 12)    
",0,0,0
"[-17322.932285692546, 20415.179056618086, 0]","[-2.95402905939584, -2.4579768484454436, 0]","[-1764.1411516414573, -16504.72276625193, -21008.223420715927]","[3.772384995686134, 0.35364865108440513, -0.641858198636716]","[-13957.46364591309, -8983.722845611612, -21008.223420715927]",[[25814.33411975 -2775.59980648 18355.99598435]],-1.3276762634390749,-0.8286246414567696,194632738.86144972,-0.07555206292014463,[-18489.6051046    4585.90561753 -20772.27229111],"[27446.78624373684, 3719.0825468753987, 10694.66450627209]",2020-10-09 19:20:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[-17704.326073496923, -19833.721652360768, 0]","[2.889988937042589, -2.574235563542967, 0]","[-2912.501099302386, 14519.252943495347, -22080.043197634168]","[-3.8435798413602082, -0.3608102276826397, 0.27465391955505725]","[9476.848179564462, 11378.959410777488, -22080.043197634168]",[[-16193.49637015   1742.10313085 -11514.22512263]],0.19082143730580226,-0.18305237596019627,-605611635.9559104,-0.20587114023016972,[ 6977.34075693 36119.87382744 -6810.29755509],"[-17217.344118022975, -2332.7886364818423, -6707.723292757613]",2020-10-09 19:20:00,"GPS BIIRM-5 (PRN 29)    
",0,0,0
"[-3172.8427919079318, -26410.297194310315, 0]","[3.8466945505142323, -0.4063942040341768, 0]","[-20010.692799299733, 11328.372883183047, -13372.018201661795]","[0.020012882021583855, -2.9904886201604604, -2.4533227491042506]","[-3737.2244239502907, 22689.050489022506, -13372.018201661795]",[[12284.65339752 -1321.85017222  8735.73588296]],-0.12206064846220137,0.25512487528474814,372979560.4077033,0.17262330327988926,[-3445.70604097 28089.12426671  7380.7863685 ],"[13061.440583281425, 1768.9067753180968, 5088.991692275846]",2020-10-09 19:20:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[19452.3899260064, -17914.332984695, 0]","[2.624324988516717, 2.8726210795338227, 0]","[-14099.333992560209, 5961.2600970167205, 21563.649021950783]","[-1.444834662519704, -3.6125156564086227, 0.03488469749736445]","[-4206.427714067291, 14718.485209571472, 21563.649021950783]",[[11312.72988573 -1216.83949964  8048.01424599]],0.12741043278519976,1.4743197164673885,-29267410.85589224,0.192565921474775,[ -317.19391462 -2476.0584108  25794.26178521],"[12028.564335869996, 1626.8188448696696, 4689.044791365104]",2020-10-09 19:20:00,"GPS BIIRM-8 (PRN 05)    
",1,0,0
"[-24721.302313149114, 10295.281318651116, 0]","[-1.489366274374749, -3.5417516645937375, 0]","[-16256.807003143771, -415.9785625471832, -21276.249514101757]","[-0.9677480787870973, -3.6325825587492644, 0.7937407402747836]","[-10525.5660443407, 12396.341054851033, -21276.249514101757]",[[23565.54796203 -2533.48225292 16762.4730641 ]],-0.5191721556180924,-0.2164075563187551,588426231.780237,0.30255495285466366,[-12456.70355143  21797.91344212  -5519.5945897 ],"[25056.560090412593, 3391.387103157643, 9767.076959709399]",2020-10-09 19:20:00,"GPS BIIF-1  (PRN 25)    
",0,0,0
"[25345.667983890537, -7044.153679048696, 0]","[1.0373850312249933, 3.7710936601424305, 0]","[-3108.0979298185794, -17603.406095758535, 19299.813669829502]","[2.8641657131088025, -2.175290876619377, -1.5368732760135297]","[-15656.26487552842, -8626.792512911523, 19299.813669829502]",[[29009.64255654 -3120.01630926 20629.33109103]],0.5346501574561507,0.24829125625585505,-709730102.3534894,0.5540721030148551,[-14814.49022624 -25016.84176085   7370.97602815],"[30844.213732786586, 4177.984587538967, 12018.685193397272]",2020-10-09 19:20:00,"GPS BIIF-2  (PRN 01)    
",1,0,0
"[24543.855246137286, 9487.338126338174, 0]","[-1.396814089730505, 3.6520443541223937, 0]","[-12922.608588761857, 22113.93061316944, 6032.468413874746]","[-2.4220326595898003, -0.5763917958527363, -3.0149706232898734]","[9108.30869335969, 23938.63932325483, 6032.468413874746]",[[-12961.53844962   1393.7377976   -9219.54109808]],0.45296720775561555,0.6739491501981111,-314599581.88203406,-0.04637032830089743,[11894.15549702 24437.37190166 21707.31279416],"[-13781.5701267053, -1865.2667437098874, -5371.784572399229]",2020-10-09 19:20:00,"GPS BIIF-3  (PRN 24)    
",1,0,0
"[-16174.590233859237, -21232.470637330713, 0]","[3.081733363604134, -2.31576633079048, 0]","[-24154.478992023236, -8171.767544862062, 7887.872870109702]","[1.620815181204212, -1.8326379753051798, 2.9789680130912686]","[-21520.195980479664, 13678.369973980798, 7887.872870109702]",[[45407.93005249 -4880.51484542 32296.26938362]],1.2701111756501045,0.6576269772168217,-162520924.78720418,1.650040306209017,[-19270.84895832  -5975.6420801   15582.17296251],"[48280.68863377357, 6537.708335591193, 18818.774093390544]",2020-10-09 19:20:00,"GPS BIIF-4  (PRN 27)    
",1,0,0
"[-6476.644984674861, -25789.651766152932, 0]","[3.757361641024027, -0.9247393389357274, 0]","[-19363.54883318765, 5493.488975394743, -17376.064685046582]","[0.7066018878533589, -3.3428622260233087, -1.8162861163160993]","[-7874.100123962256, 18523.606338287475, -17376.064685046582]",[[19602.93389777 -2108.77338204 13940.84206618]],-0.32869752454949114,0.06034345606526246,547560337.7015007,0.31474376597187437,[-8564.73534078 25111.35420091  1602.96479196],"[20842.67287383481, 2822.3401787917473, 8121.716967197227]",2020-10-09 19:20:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[22720.208786417264, 13667.442523971195, 0]","[-1.9969429476788005, 3.32736460466754, 0]","[9396.44922880261, 11807.105879547335, -21801.510614729013]","[-2.5436974637905414, 2.8933995939555897, 0.4658093505734573]","[15089.476081261739, 93.37533580258514, -21801.510614729013]",[[-29686.06951937   3192.96593549 -21112.00096127]],0.3313304195389373,-0.40806705447037284,-971951022.9314001,-0.4706155627997197,[ 11110.88569223  32297.95449186 -14766.69214129],"[-31563.609748848616, -4274.097461822144, -12299.92578140713]",2020-10-09 19:20:00,"GPS BIIF-6  (PRN 06)    
",0,0,0
"[3126.6210494939046, -26370.65100150982, 0]","[3.847001734569682, 0.4620481707253723, 0]","[26397.88601070798, 2013.1251982972324, -2070.2498719279934]","[0.06805046258400371, 2.263331793964151, 3.1441388618866584]","[18132.95370234924, -19289.81723414741, -2070.2498719279934]",[[-39935.41016073   4291.72112333 -28399.21741174]],1.0974870748497356,-0.7563564728180435,-227989813.59669936,-1.6675703274012121,[ 14256.08764075   7301.05653307 -15112.60372156],"[-42461.39920275325, -5753.560480467916, -16547.90903456941]",2020-10-09 19:20:00,"GPS BIIF-7  (PRN 09)    
",0,0,0
"[-21472.74640371636, -15744.428478862857, 0]","[2.290666558260389, -3.112260700220954, 0]","[12869.432638632514, 22978.86006541152, -3913.5099205543956]","[-1.712324663817911, 1.4840195868058, 3.1303274683217963]","[25967.10124461862, 4399.9953747464515, -3913.5099205543956]",[[-50384.03811809   5414.90267298 -35828.81144018]],0.6826446550115519,0.018338218867732223,-1448244622.4965885,-0.514620402548121,[24701.47913198 30381.44740973   718.13252183],"[-53570.78869878681, -7259.220231108405, -20876.75279703611]",2020-10-09 19:20:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
